CMS SCHEDULE,YEAR,HCPCS,GEOGRAPHY,MOD,EFF_DATE,SHORTDESC,FILE_NAME,NF RATE,F RATE
3. LAB,2025,81289,NATIONAL,,2025-01-01,Fxn gene known famil variant,CLFS 2025 Q1V1.csv,185.2,185.2
3. LAB,2025,81290,NATIONAL,,2025-01-01,Mcoln1 gene,CLFS 2025 Q1V1.csv,39.31,39.31
3. LAB,2025,81291,NATIONAL,,2025-01-01,Mthfr gene,CLFS 2025 Q1V1.csv,65.34,65.34
3. LAB,2025,81292,NATIONAL,,2025-01-01,Mlh1 gene full seq,CLFS 2025 Q1V1.csv,675.4,675.4
3. LAB,2025,81293,NATIONAL,,2025-01-01,Mlh1 gene known variants,CLFS 2025 Q1V1.csv,331.0,331.0
3. LAB,2025,81294,NATIONAL,,2025-01-01,Mlh1 gene dup/delete variant,CLFS 2025 Q1V1.csv,202.4,202.4
3. LAB,2025,81295,NATIONAL,,2025-01-01,Msh2 gene full seq,CLFS 2025 Q1V1.csv,381.7,381.7
3. LAB,2025,81296,NATIONAL,,2025-01-01,Msh2 gene known variants,CLFS 2025 Q1V1.csv,337.73,337.73
3. LAB,2025,81297,NATIONAL,,2025-01-01,Msh2 gene dup/delete variant,CLFS 2025 Q1V1.csv,213.3,213.3
3. LAB,2025,81298,NATIONAL,,2025-01-01,Msh6 gene full seq,CLFS 2025 Q1V1.csv,641.85,641.85
3. LAB,2025,81299,NATIONAL,,2025-01-01,Msh6 gene known variants,CLFS 2025 Q1V1.csv,308.0,308.0
3. LAB,2025,81300,NATIONAL,,2025-01-01,Msh6 gene dup/delete variant,CLFS 2025 Q1V1.csv,238.0,238.0
3. LAB,2025,81301,NATIONAL,,2025-01-01,Microsatellite instability,CLFS 2025 Q1V1.csv,348.56,348.56
3. LAB,2025,81302,NATIONAL,,2025-01-01,Mecp2 gene full seq,CLFS 2025 Q1V1.csv,527.87,527.87
3. LAB,2025,81303,NATIONAL,,2025-01-01,Mecp2 gene known variant,CLFS 2025 Q1V1.csv,120.0,120.0
3. LAB,2025,81304,NATIONAL,,2025-01-01,Mecp2 gene dup/delet variant,CLFS 2025 Q1V1.csv,150.0,150.0
3. LAB,2025,81305,NATIONAL,,2025-01-01,Myd88 gene p.leu265pro vrnt,CLFS 2025 Q1V1.csv,175.4,175.4
3. LAB,2025,81306,NATIONAL,,2025-01-01,Nudt15 gene common variants,CLFS 2025 Q1V1.csv,291.36,291.36
3. LAB,2025,81307,NATIONAL,,2025-01-01,Palb2 gene full gene seq,CLFS 2025 Q1V1.csv,676.5,676.5
3. LAB,2025,81308,NATIONAL,,2025-01-01,Palb2 gene known famil vrnt,CLFS 2025 Q1V1.csv,301.35,301.35
3. LAB,2025,81309,NATIONAL,,2025-01-01,Pik3ca gene trgt seq alys,CLFS 2025 Q1V1.csv,274.83,274.83
3. LAB,2025,81310,NATIONAL,,2025-01-01,Npm1 gene,CLFS 2025 Q1V1.csv,246.52,246.52
3. LAB,2025,81311,NATIONAL,,2025-01-01,Nras gene variants exon 2&3,CLFS 2025 Q1V1.csv,295.79,295.79
3. LAB,2025,81312,NATIONAL,,2025-01-01,Pabpn1 gene detc abnor allel,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,81313,NATIONAL,,2025-01-01,Pca3/klk3 antigen,CLFS 2025 Q1V1.csv,255.05,255.05
3. LAB,2025,81314,NATIONAL,,2025-01-01,Pdgfra gene,CLFS 2025 Q1V1.csv,329.51,329.51
3. LAB,2025,81315,NATIONAL,,2025-01-01,Pml/raralpha com breakpoints,CLFS 2025 Q1V1.csv,207.31,207.31
3. LAB,2025,81316,NATIONAL,,2025-01-01,Pml/raralpha 1 breakpoint,CLFS 2025 Q1V1.csv,207.31,207.31
3. LAB,2025,81317,NATIONAL,,2025-01-01,Pms2 gene full seq analysis,CLFS 2025 Q1V1.csv,676.5,676.5
3. LAB,2025,81318,NATIONAL,,2025-01-01,Pms2 known familial variants,CLFS 2025 Q1V1.csv,331.0,331.0
3. LAB,2025,81319,NATIONAL,,2025-01-01,Pms2 gene dup/delet variants,CLFS 2025 Q1V1.csv,203.5,203.5
3. LAB,2025,81320,NATIONAL,,2025-01-01,Plcg2 gene common variants,CLFS 2025 Q1V1.csv,291.36,291.36
3. LAB,2025,81321,NATIONAL,,2025-01-01,Pten gene full sequence,CLFS 2025 Q1V1.csv,600.0,600.0
3. LAB,2025,81322,NATIONAL,,2025-01-01,Pten gene known fam variant,CLFS 2025 Q1V1.csv,46.6,46.6
3. LAB,2025,81323,NATIONAL,,2025-01-01,Pten gene dup/delet variant,CLFS 2025 Q1V1.csv,300.0,300.0
3. LAB,2025,81324,NATIONAL,,2025-01-01,Pmp22 gene dup/delet,CLFS 2025 Q1V1.csv,758.36,758.36
3. LAB,2025,81325,NATIONAL,,2025-01-01,Pmp22 gene full sequence,CLFS 2025 Q1V1.csv,769.58,769.58
3. LAB,2025,81326,NATIONAL,,2025-01-01,Pmp22 gene known fam variant,CLFS 2025 Q1V1.csv,46.6,46.6
3. LAB,2025,81327,NATIONAL,,2025-01-01,Sept9 gen prmtr mthyltn alys,CLFS 2025 Q1V1.csv,192.0,192.0
3. LAB,2025,81328,NATIONAL,,2025-01-01,Slco1b1 gene com variants,CLFS 2025 Q1V1.csv,174.81,174.81
3. LAB,2025,81329,NATIONAL,,2025-01-01,Smn1 gene dos/deletion alys,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,81330,NATIONAL,,2025-01-01,Smpd1 gene common variants,CLFS 2025 Q1V1.csv,47.0,47.0
3. LAB,2025,81331,NATIONAL,,2025-01-01,Snrpn/ube3a gene,CLFS 2025 Q1V1.csv,51.07,51.07
3. LAB,2025,81332,NATIONAL,,2025-01-01,Serpina1 gene,CLFS 2025 Q1V1.csv,43.65,43.65
3. LAB,2025,81333,NATIONAL,,2025-01-01,Tgfbi gene common variants,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,81334,NATIONAL,,2025-01-01,Runx1 gene targeted seq alys,CLFS 2025 Q1V1.csv,329.51,329.51
3. LAB,2025,81335,NATIONAL,,2025-01-01,Tpmt gene com variants,CLFS 2025 Q1V1.csv,174.81,174.81
3. LAB,2025,81336,NATIONAL,,2025-01-01,Smn1 gene full gene sequence,CLFS 2025 Q1V1.csv,301.35,301.35
3. LAB,2025,81337,NATIONAL,,2025-01-01,Smn1 gen nown famil seq vrnt,CLFS 2025 Q1V1.csv,185.2,185.2
3. LAB,2025,81338,NATIONAL,,2025-01-01,Mpl gene common variants,CLFS 2025 Q1V1.csv,150.33,150.33
3. LAB,2025,81339,NATIONAL,,2025-01-01,Mpl gene seq alys exon 10,CLFS 2025 Q1V1.csv,185.2,185.2
3. LAB,2025,81340,NATIONAL,,2025-01-01,Trb@ gene rearrange amplify,CLFS 2025 Q1V1.csv,208.92,208.92
3. LAB,2025,81341,NATIONAL,,2025-01-01,Trb@ gene rearrange dirprobe,CLFS 2025 Q1V1.csv,49.59,49.59
3. LAB,2025,81342,NATIONAL,,2025-01-01,Trg gene rearrangement anal,CLFS 2025 Q1V1.csv,201.5,201.5
3. LAB,2025,81343,NATIONAL,,2025-01-01,Ppp2r2b gen detc abnor allel,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,81344,NATIONAL,,2025-01-01,Tbp gene detc abnor alleles,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,81345,NATIONAL,,2025-01-01,Tert gene targeted seq alys,CLFS 2025 Q1V1.csv,185.2,185.2
3. LAB,2025,81346,NATIONAL,,2025-01-01,Tyms gene com variants,CLFS 2025 Q1V1.csv,174.81,174.81
3. LAB,2025,81347,NATIONAL,,2025-01-01,Sf3b1 gene common variants,CLFS 2025 Q1V1.csv,193.25,193.25
3. LAB,2025,81348,NATIONAL,,2025-01-01,Srsf2 gene common variants,CLFS 2025 Q1V1.csv,175.4,175.4
3. LAB,2025,81349,NATIONAL,,2025-01-01,Cytog alys chrml abnr lw-ps,CLFS 2025 Q1V1.csv,1197.94,1197.94
3. LAB,2025,81350,NATIONAL,,2025-01-01,Ugt1a1 gene common variants,CLFS 2025 Q1V1.csv,234.0,234.0
3. LAB,2025,81351,NATIONAL,,2025-01-01,Tp53 gene full gene sequence,CLFS 2025 Q1V1.csv,641.85,641.85
3. LAB,2025,81352,NATIONAL,,2025-01-01,Tp53 gene trgt sequence alys,CLFS 2025 Q1V1.csv,329.51,329.51
3. LAB,2025,81353,NATIONAL,,2025-01-01,Tp53 gene known famil vrnt,CLFS 2025 Q1V1.csv,308.0,308.0
3. LAB,2025,81355,NATIONAL,,2025-01-01,Vkorc1 gene,CLFS 2025 Q1V1.csv,88.2,88.2
3. LAB,2025,81357,NATIONAL,,2025-01-01,U2af1 gene common variants,CLFS 2025 Q1V1.csv,193.25,193.25
3. LAB,2025,81360,NATIONAL,,2025-01-01,Zrsr2 gene common variants,CLFS 2025 Q1V1.csv,193.25,193.25
3. LAB,2025,81361,NATIONAL,,2025-01-01,Hbb gene com variants,CLFS 2025 Q1V1.csv,174.81,174.81
3. LAB,2025,81362,NATIONAL,,2025-01-01,Hbb gene known fam variant,CLFS 2025 Q1V1.csv,375.25,375.25
3. LAB,2025,81363,NATIONAL,,2025-01-01,Hbb gene dup/del variants,CLFS 2025 Q1V1.csv,202.4,202.4
3. LAB,2025,81364,NATIONAL,,2025-01-01,Hbb full gene sequence,CLFS 2025 Q1V1.csv,324.58,324.58
3. LAB,2025,81370,NATIONAL,,2025-01-01,Hla i & ii typing lr,CLFS 2025 Q1V1.csv,402.12,402.12
3. LAB,2025,81371,NATIONAL,,2025-01-01,Hla i & ii type verify lr,CLFS 2025 Q1V1.csv,404.52,404.52
3. LAB,2025,81372,NATIONAL,,2025-01-01,Hla i typing complete lr,CLFS 2025 Q1V1.csv,403.59,403.59
3. LAB,2025,81373,NATIONAL,,2025-01-01,Hla i typing 1 locus lr,CLFS 2025 Q1V1.csv,127.43,127.43
3. LAB,2025,81374,NATIONAL,,2025-01-01,Hla i typing 1 antigen lr,CLFS 2025 Q1V1.csv,74.33,74.33
3. LAB,2025,81375,NATIONAL,,2025-01-01,Hla ii typing ag equiv lr,CLFS 2025 Q1V1.csv,220.74,220.74
3. LAB,2025,81376,NATIONAL,,2025-01-01,Hla ii typing 1 locus lr,CLFS 2025 Q1V1.csv,122.22,122.22
3. LAB,2025,81377,NATIONAL,,2025-01-01,Hla ii type 1 ag equiv lr,CLFS 2025 Q1V1.csv,94.74,94.74
3. LAB,2025,81378,NATIONAL,,2025-01-01,Hla i & ii typing hr,CLFS 2025 Q1V1.csv,345.57,345.57
3. LAB,2025,81379,NATIONAL,,2025-01-01,Hla i typing complete hr,CLFS 2025 Q1V1.csv,335.38,335.38
3. LAB,2025,81380,NATIONAL,,2025-01-01,Hla i typing 1 locus hr,CLFS 2025 Q1V1.csv,177.25,177.25
3. LAB,2025,81381,NATIONAL,,2025-01-01,Hla i typing 1 allele hr,CLFS 2025 Q1V1.csv,169.9,169.9
3. LAB,2025,81382,NATIONAL,,2025-01-01,Hla ii typing 1 loc hr,CLFS 2025 Q1V1.csv,123.68,123.68
3. LAB,2025,81383,NATIONAL,,2025-01-01,Hla ii typing 1 allele hr,CLFS 2025 Q1V1.csv,109.13,109.13
3. LAB,2025,81400,NATIONAL,,2025-01-01,Mopath procedure level 1,CLFS 2025 Q1V1.csv,63.96,63.96
3. LAB,2025,81401,NATIONAL,,2025-01-01,Mopath procedure level 2,CLFS 2025 Q1V1.csv,137.0,137.0
3. LAB,2025,81402,NATIONAL,,2025-01-01,Mopath procedure level 3,CLFS 2025 Q1V1.csv,150.33,150.33
3. LAB,2025,81403,NATIONAL,,2025-01-01,Mopath procedure level 4,CLFS 2025 Q1V1.csv,185.2,185.2
3. LAB,2025,81404,NATIONAL,,2025-01-01,Mopath procedure level 5,CLFS 2025 Q1V1.csv,274.83,274.83
3. LAB,2025,81405,NATIONAL,,2025-01-01,Mopath procedure level 6,CLFS 2025 Q1V1.csv,301.35,301.35
3. LAB,2025,81406,NATIONAL,,2025-01-01,Mopath procedure level 7,CLFS 2025 Q1V1.csv,282.88,282.88
3. LAB,2025,81407,NATIONAL,,2025-01-01,Mopath procedure level 8,CLFS 2025 Q1V1.csv,846.27,846.27
3. LAB,2025,81408,NATIONAL,,2025-01-01,Mopath procedure level 9,CLFS 2025 Q1V1.csv,2000.0,2000.0
3. LAB,2025,81410,NATIONAL,,2025-01-01,Aortic dysfunction/dilation,CLFS 2025 Q1V1.csv,504.0,504.0
3. LAB,2025,81411,NATIONAL,,2025-01-01,Aortic dysfunction/dilation,CLFS 2025 Q1V1.csv,1350.19,1350.19
3. LAB,2025,81412,NATIONAL,,2025-01-01,Ashkenazi jewish assoc dis,CLFS 2025 Q1V1.csv,2448.56,2448.56
3. LAB,2025,81413,NATIONAL,,2025-01-01,Car ion chnnlpath inc 10 gns,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,81414,NATIONAL,,2025-01-01,Car ion chnnlpath inc 2 gns,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,81415,NATIONAL,,2025-01-01,Exome sequence analysis,CLFS 2025 Q1V1.csv,4780.0,4780.0
3. LAB,2025,81416,NATIONAL,,2025-01-01,Exome sequence analysis,CLFS 2025 Q1V1.csv,12000.0,12000.0
3. LAB,2025,81417,NATIONAL,,2025-01-01,Exome re-evaluation,CLFS 2025 Q1V1.csv,320.0,320.0
3. LAB,2025,81418,NATIONAL,,2025-01-01,Rx metab gen seq alys pnl 6,CLFS 2025 Q1V1.csv,917.08,917.08
3. LAB,2025,81419,NATIONAL,,2025-01-01,Epilepsy gen seq alys panel,CLFS 2025 Q1V1.csv,2448.56,2448.56
3. LAB,2025,81420,NATIONAL,,2025-01-01,Fetal chrmoml aneuploidy,CLFS 2025 Q1V1.csv,759.05,759.05
3. LAB,2025,81422,NATIONAL,,2025-01-01,Fetal chrmoml microdeltj,CLFS 2025 Q1V1.csv,759.05,759.05
3. LAB,2025,81425,NATIONAL,,2025-01-01,Genome sequence analysis,CLFS 2025 Q1V1.csv,5031.2,5031.2
3. LAB,2025,81426,NATIONAL,,2025-01-01,Genome sequence analysis,CLFS 2025 Q1V1.csv,2709.95,2709.95
3. LAB,2025,81427,NATIONAL,,2025-01-01,Genome re-evaluation,CLFS 2025 Q1V1.csv,2337.65,2337.65
3. LAB,2025,81430,NATIONAL,,2025-01-01,Hearing loss sequence analys,CLFS 2025 Q1V1.csv,1625.0,1625.0
3. LAB,2025,81431,NATIONAL,,2025-01-01,Hearing loss dup/del analys,CLFS 2025 Q1V1.csv,679.57,679.57
3. LAB,2025,81432,NATIONAL,,2025-01-01,Hrdtry brst ca-rlatd do 5+,CLFS 2025 Q1V1.csv,1303.95,1303.95
3. LAB,2025,81433,NATIONAL,,2025-01-01,Hrdtry brst ca-rlatd dsordrs,CLFS 2025 Q1V1.csv,438.93,438.93
3. LAB,2025,81434,NATIONAL,,2025-01-01,Hered rta do gen seq 15,CLFS 2025 Q1V1.csv,597.91,597.91
3. LAB,2025,81435,NATIONAL,,2025-01-01,Hered colon ca-rlatd do 5+,CLFS 2025 Q1V1.csv,1303.95,1303.95
3. LAB,2025,81436,NATIONAL,,2025-01-01,Hereditary colon ca dsordrs,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,81437,NATIONAL,,2025-01-01,Hered neuroend tum-rlt do 5+,CLFS 2025 Q1V1.csv,1303.95,1303.95
3. LAB,2025,81438,NATIONAL,,2025-01-01,Heredtry nurondcrn tum dsrdr,CLFS 2025 Q1V1.csv,438.93,438.93
3. LAB,2025,81439,NATIONAL,,2025-01-01,Hrdtry cardmypy gene panel,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,81440,NATIONAL,,2025-01-01,Mitochondrial gene,CLFS 2025 Q1V1.csv,3324.0,3324.0
3. LAB,2025,81441,NATIONAL,,2025-01-01,Ibmfs seq alys pnl 30 genes,CLFS 2025 Q1V1.csv,2448.56,2448.56
3. LAB,2025,81442,NATIONAL,,2025-01-01,Noonan spectrum disorders,CLFS 2025 Q1V1.csv,2143.6,2143.6
3. LAB,2025,81443,NATIONAL,,2025-01-01,Genetic tstg severe inh cond,CLFS 2025 Q1V1.csv,2448.56,2448.56
3. LAB,2025,81445,NATIONAL,,2025-01-01,So neo gsap 5-50dna/dna&rna,CLFS 2025 Q1V1.csv,597.91,597.91
3. LAB,2025,81448,NATIONAL,,2025-01-01,Hrdtry perph neurphy panel,CLFS 2025 Q1V1.csv,584.9,584.9
3. LAB,2025,81449,NATIONAL,,2025-01-01,So neo gsap 5-50 rna alys,CLFS 2025 Q1V1.csv,597.91,597.91
3. LAB,2025,81450,NATIONAL,,2025-01-01,Hl neo gsap 5-50dna/dna&rna,CLFS 2025 Q1V1.csv,759.53,759.53
3. LAB,2025,81451,NATIONAL,,2025-01-01,Hl neo gsap 5-50 rna alys,CLFS 2025 Q1V1.csv,759.53,759.53
3. LAB,2025,81455,NATIONAL,,2025-01-01,So/hl 51/>gsap dna/dna&rna,CLFS 2025 Q1V1.csv,2919.6,2919.6
3. LAB,2025,81456,NATIONAL,,2025-01-01,So/hl 51/>gsap rna alys,CLFS 2025 Q1V1.csv,2919.6,2919.6
3. LAB,2025,81457,NATIONAL,,2025-01-01,So neo gsap dna mcrstl ins,CLFS 2025 Q1V1.csv,896.87,896.87
3. LAB,2025,81458,NATIONAL,,2025-01-01,So gsap dna cpy nmbr&mcrstl,CLFS 2025 Q1V1.csv,1046.35,1046.35
3. LAB,2025,81459,NATIONAL,,2025-01-01,So neo gsap dna/dna&rna,CLFS 2025 Q1V1.csv,2989.55,2989.55
3. LAB,2025,81460,NATIONAL,,2025-01-01,Whole mitochondrial genome,CLFS 2025 Q1V1.csv,1287.0,1287.0
3. LAB,2025,81462,NATIONAL,,2025-01-01,So gsap cll fr dna/dna&rna,CLFS 2025 Q1V1.csv,1195.83,1195.83
3. LAB,2025,81463,NATIONAL,,2025-01-01,So gsap cl fr cpy nmbr&mcrst,CLFS 2025 Q1V1.csv,1345.31,1345.31
3. LAB,2025,81464,NATIONAL,,2025-01-01,So gsap cll fr mcrstl ins,CLFS 2025 Q1V1.csv,3288.51,3288.51
3. LAB,2025,81465,NATIONAL,,2025-01-01,Whole mitochondrial genome,CLFS 2025 Q1V1.csv,936.0,936.0
3. LAB,2025,81470,NATIONAL,,2025-01-01,X-linked intellectual dblt,CLFS 2025 Q1V1.csv,914.0,914.0
3. LAB,2025,81471,NATIONAL,,2025-01-01,X-linked intellectual dblt,CLFS 2025 Q1V1.csv,914.0,914.0
3. LAB,2025,81490,NATIONAL,,2025-01-01,Autoimmune ra alys 12 bmrk,CLFS 2025 Q1V1.csv,840.65,840.65
3. LAB,2025,81493,NATIONAL,,2025-01-01,Cor artery disease mrna,CLFS 2025 Q1V1.csv,1050.0,1050.0
3. LAB,2025,81500,NATIONAL,,2025-01-01,Onco (ovar) two proteins,CLFS 2025 Q1V1.csv,260.5,260.5
3. LAB,2025,81503,NATIONAL,,2025-01-01,Onco (ovar) five proteins,CLFS 2025 Q1V1.csv,897.0,897.0
3. LAB,2025,81504,NATIONAL,,2025-01-01,Oncology tissue of origin,CLFS 2025 Q1V1.csv,520.0,520.0
3. LAB,2025,81506,NATIONAL,,2025-01-01,Endo assay seven anal,CLFS 2025 Q1V1.csv,68.92,68.92
3. LAB,2025,81507,NATIONAL,,2025-01-01,Fetal aneuploidy trisom risk,CLFS 2025 Q1V1.csv,795.0,795.0
3. LAB,2025,81508,NATIONAL,,2025-01-01,Ftl cgen abnor two proteins,CLFS 2025 Q1V1.csv,54.3,54.3
3. LAB,2025,81509,NATIONAL,,2025-01-01,Ftl cgen abnor 3 proteins,CLFS 2025 Q1V1.csv,1487.37,1487.37
3. LAB,2025,81510,NATIONAL,,2025-01-01,Ftl cgen abnor three anal,CLFS 2025 Q1V1.csv,55.54,55.54
3. LAB,2025,81511,NATIONAL,,2025-01-01,Ftl cgen abnor four anal,CLFS 2025 Q1V1.csv,153.5,153.5
3. LAB,2025,81512,NATIONAL,,2025-01-01,Ftl cgen abnor five anal,CLFS 2025 Q1V1.csv,69.52,69.52
3. LAB,2025,81513,NATIONAL,,2025-01-01,Nfct ds bv rna vag flu alg,CLFS 2025 Q1V1.csv,142.63,142.63
3. LAB,2025,81514,NATIONAL,,2025-01-01,Nfct ds bv&vaginitis dna alg,CLFS 2025 Q1V1.csv,262.99,262.99
3. LAB,2025,81515,NATIONAL,,2025-01-01,Nfct ds bv&vaginitis dna alg,CLFS 2025 Q1V1.csv,262.99,262.99
3. LAB,2025,81515,NATIONAL,QW,2025-01-01,Nfct ds bv&vaginitis dna alg,CLFS 2025 Q1V1.csv,262.99,262.99
3. LAB,2025,81517,NATIONAL,,2025-01-01,Liver ds alys 3 bmrk srm alg,CLFS 2025 Q1V1.csv,176.19,176.19
3. LAB,2025,81518,NATIONAL,,2025-01-01,Onc brst mrna 11 genes,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81519,NATIONAL,,2025-01-01,Oncology breast mrna,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81520,NATIONAL,,2025-01-01,Onc breast mrna 58 genes,CLFS 2025 Q1V1.csv,2510.21,2510.21
3. LAB,2025,81521,NATIONAL,,2025-01-01,Onc breast mrna 70 genes,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81522,NATIONAL,,2025-01-01,Onc breast mrna 12 genes,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81523,NATIONAL,,2025-01-01,Onc brst mrna 70 cnt 31 gene,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81525,NATIONAL,,2025-01-01,Oncology colon mrna,CLFS 2025 Q1V1.csv,3116.0,3116.0
3. LAB,2025,81528,NATIONAL,,2025-01-01,Oncology colorectal scr,CLFS 2025 Q1V1.csv,508.87,508.87
3. LAB,2025,81529,NATIONAL,,2025-01-01,Onc cutan mlnma mrna 31 gene,CLFS 2025 Q1V1.csv,7193.0,7193.0
3. LAB,2025,81535,NATIONAL,,2025-01-01,Oncology gynecologic,CLFS 2025 Q1V1.csv,579.46,579.46
3. LAB,2025,81536,NATIONAL,,2025-01-01,Oncology gynecologic,CLFS 2025 Q1V1.csv,177.56,177.56
3. LAB,2025,81538,NATIONAL,,2025-01-01,Oncology lung,CLFS 2025 Q1V1.csv,2871.0,2871.0
3. LAB,2025,81539,NATIONAL,,2025-01-01,Oncology prostate prob score,CLFS 2025 Q1V1.csv,760.0,760.0
3. LAB,2025,81540,NATIONAL,,2025-01-01,Oncology tum unknown origin,CLFS 2025 Q1V1.csv,3750.0,3750.0
3. LAB,2025,81541,NATIONAL,,2025-01-01,Onc prostate mrna 46 genes,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81542,NATIONAL,,2025-01-01,Onc prostate mrna 22 cnt gen,CLFS 2025 Q1V1.csv,3873.0,3873.0
3. LAB,2025,81546,NATIONAL,,2025-01-01,"Onc thyr mrna 10,196 gen alg",CLFS 2025 Q1V1.csv,3600.0,3600.0
3. LAB,2025,81551,NATIONAL,,2025-01-01,Onc prostate 3 genes,CLFS 2025 Q1V1.csv,2030.0,2030.0
3. LAB,2025,81552,NATIONAL,,2025-01-01,Onc uveal mlnma mrna 15 gene,CLFS 2025 Q1V1.csv,7776.0,7776.0
3. LAB,2025,81554,NATIONAL,,2025-01-01,Pulm ds ipf mrna 190 gen alg,CLFS 2025 Q1V1.csv,5445.0,5445.0
3. LAB,2025,81558,NATIONAL,,2025-01-01,Trnspl rej kdn mrna qpcr 139,CLFS 2025 Q1V1.csv,3240.0,3240.0
3. LAB,2025,81560,NATIONAL,,2025-01-01,Trnsplj pd lvr&bwl cd154+cll,CLFS 2025 Q1V1.csv,640.73,640.73
3. LAB,2025,81595,NATIONAL,,2025-01-01,Cardiology hrt trnspl mrna,CLFS 2025 Q1V1.csv,3240.0,3240.0
3. LAB,2025,81596,NATIONAL,,2025-01-01,Nfct ds chrnc hcv 6 assays,CLFS 2025 Q1V1.csv,72.19,72.19
3. LAB,2025,82009,NATIONAL,,2025-01-01,Ketone bodys qual,CLFS 2025 Q1V1.csv,4.52,4.52
3. LAB,2025,82010,NATIONAL,,2025-01-01,Ketone bodys quan,CLFS 2025 Q1V1.csv,8.17,8.17
3. LAB,2025,82010,NATIONAL,QW,2025-01-01,Ketone bodys quan,CLFS 2025 Q1V1.csv,8.17,8.17
3. LAB,2025,82013,NATIONAL,,2025-01-01,Acetylcholinesterase assay,CLFS 2025 Q1V1.csv,12.29,12.29
3. LAB,2025,82016,NATIONAL,,2025-01-01,Acylcarnitines qual,CLFS 2025 Q1V1.csv,16.49,16.49
3. LAB,2025,82017,NATIONAL,,2025-01-01,Acylcarnitines quant,CLFS 2025 Q1V1.csv,16.87,16.87
3. LAB,2025,82024,NATIONAL,,2025-01-01,Assay of acth,CLFS 2025 Q1V1.csv,38.62,38.62
3. LAB,2025,82030,NATIONAL,,2025-01-01,Assay of adp & amp,CLFS 2025 Q1V1.csv,25.8,25.8
3. LAB,2025,82040,NATIONAL,,2025-01-01,Assay of serum albumin,CLFS 2025 Q1V1.csv,4.95,4.95
3. LAB,2025,82040,NATIONAL,QW,2025-01-01,Assay of serum albumin,CLFS 2025 Q1V1.csv,4.95,4.95
3. LAB,2025,82042,NATIONAL,,2025-01-01,Other source albumin quan ea,CLFS 2025 Q1V1.csv,7.78,7.78
3. LAB,2025,82042,NATIONAL,QW,2025-01-01,Other source albumin quan ea,CLFS 2025 Q1V1.csv,7.78,7.78
3. LAB,2025,82043,NATIONAL,,2025-01-01,Ur albumin quantitative,CLFS 2025 Q1V1.csv,5.78,5.78
3. LAB,2025,82043,NATIONAL,QW,2025-01-01,Ur albumin quantitative,CLFS 2025 Q1V1.csv,5.78,5.78
3. LAB,2025,82044,NATIONAL,,2025-01-01,Ur albumin semiquantitative,CLFS 2025 Q1V1.csv,6.23,6.23
3. LAB,2025,82044,NATIONAL,QW,2025-01-01,Ur albumin semiquantitative,CLFS 2025 Q1V1.csv,6.23,6.23
3. LAB,2025,82045,NATIONAL,,2025-01-01,Albumin ischemia modified,CLFS 2025 Q1V1.csv,33.94,33.94
3. LAB,2025,82075,NATIONAL,,2025-01-01,Assay of breath ethanol,CLFS 2025 Q1V1.csv,30.0,30.0
3. LAB,2025,82077,NATIONAL,,2025-01-01,Assay spec xcp ur&breath ia,CLFS 2025 Q1V1.csv,17.27,17.27
3. LAB,2025,82085,NATIONAL,,2025-01-01,Assay of aldolase,CLFS 2025 Q1V1.csv,9.71,9.71
3. LAB,2025,82088,NATIONAL,,2025-01-01,Assay of aldosterone,CLFS 2025 Q1V1.csv,40.75,40.75
3. LAB,2025,82103,NATIONAL,,2025-01-01,Alpha-1-antitrypsin total,CLFS 2025 Q1V1.csv,13.44,13.44
3. LAB,2025,82104,NATIONAL,,2025-01-01,Alpha-1-antitrypsin pheno,CLFS 2025 Q1V1.csv,14.46,14.46
3. LAB,2025,82105,NATIONAL,,2025-01-01,Alpha-fetoprotein serum,CLFS 2025 Q1V1.csv,16.77,16.77
3. LAB,2025,82106,NATIONAL,,2025-01-01,Alpha-fetoprotein amniotic,CLFS 2025 Q1V1.csv,17.0,17.0
3. LAB,2025,82107,NATIONAL,,2025-01-01,Alpha-fetoprotein l3,CLFS 2025 Q1V1.csv,64.41,64.41
3. LAB,2025,82108,NATIONAL,,2025-01-01,Assay of aluminum,CLFS 2025 Q1V1.csv,25.48,25.48
3. LAB,2025,82120,NATIONAL,,2025-01-01,Amines vaginal fluid qual,CLFS 2025 Q1V1.csv,5.99,5.99
