CMS SCHEDULE,YEAR,EFF_DATE,HCPCS,MOD,SHORTDESC,GEOGRAPHY,FILE_NAME,NF RATE,F RATE
4. DME,2025,2025-01-01,E0890,,Traction frame attach pelvic,OR (NR),DMEPOS_JAN.csv,124.57,124.57
4. DME,2025,2025-01-01,E0900,,Trac stand free stand pelvic,OR (NR),DMEPOS_JAN.csv,179.04,179.04
4. DME,2025,2025-01-01,E0900,,Trac stand free stand pelvic,OR (NR),DMEPOS_JAN.csv,38.6,38.6
4. DME,2025,2025-01-01,E0900,,Trac stand free stand pelvic,OR (NR),DMEPOS_JAN.csv,134.31,134.31
4. DME,2025,2025-01-01,E0910,,Trapeze bar attached to bed,OR (NR),DMEPOS_JAN.csv,12.92,12.92
4. DME,2025,2025-01-01,E0911,,Hd trapeze bar attach to bed,OR (NR),DMEPOS_JAN.csv,49.28,49.28
4. DME,2025,2025-01-01,E0912,,Hd trapeze bar free standing,OR (NR),DMEPOS_JAN.csv,95.53,95.53
4. DME,2025,2025-01-01,E0920,,Fracture frame attached to b,OR (NR),DMEPOS_JAN.csv,60.78,60.78
4. DME,2025,2025-01-01,E0930,,Fracture frame free standing,OR (NR),DMEPOS_JAN.csv,54.25,54.25
4. DME,2025,2025-01-01,E0935,,Cont pas motion exercise dev,OR (NR),DMEPOS_JAN.csv,31.78,31.78
4. DME,2025,2025-01-01,E0940,,Trapeze bar free standing,OR (NR),DMEPOS_JAN.csv,23.69,23.69
4. DME,2025,2025-01-01,E0941,,Gravity assisted traction de,OR (NR),DMEPOS_JAN.csv,60.64,60.64
4. DME,2025,2025-01-01,E0942,,Cervical head harness/halter,OR (NR),DMEPOS_JAN.csv,27.73,27.73
4. DME,2025,2025-01-01,E0942,,Cervical head harness/halter,OR (NR),DMEPOS_JAN.csv,3.29,3.29
4. DME,2025,2025-01-01,E0942,,Cervical head harness/halter,OR (NR),DMEPOS_JAN.csv,20.75,20.75
4. DME,2025,2025-01-01,E0944,,Pelvic belt/harness/boot,OR (NR),DMEPOS_JAN.csv,64.09,64.09
4. DME,2025,2025-01-01,E0944,,Pelvic belt/harness/boot,OR (NR),DMEPOS_JAN.csv,6.45,6.45
4. DME,2025,2025-01-01,E0944,,Pelvic belt/harness/boot,OR (NR),DMEPOS_JAN.csv,48.07,48.07
4. DME,2025,2025-01-01,E0945,,Belt/harness extremity,OR (NR),DMEPOS_JAN.csv,61.92,61.92
4. DME,2025,2025-01-01,E0945,,Belt/harness extremity,OR (NR),DMEPOS_JAN.csv,6.18,6.18
4. DME,2025,2025-01-01,E0945,,Belt/harness extremity,OR (NR),DMEPOS_JAN.csv,47.94,47.94
4. DME,2025,2025-01-01,E0946,,Fracture frame dual w cross,OR (NR),DMEPOS_JAN.csv,82.67,82.67
4. DME,2025,2025-01-01,E0947,,Fracture frame attachmnts pe,OR (NR),DMEPOS_JAN.csv,847.34,847.34
4. DME,2025,2025-01-01,E0947,,Fracture frame attachmnts pe,OR (NR),DMEPOS_JAN.csv,84.75,84.75
4. DME,2025,2025-01-01,E0947,,Fracture frame attachmnts pe,OR (NR),DMEPOS_JAN.csv,635.48,635.48
4. DME,2025,2025-01-01,E0948,,Fracture frame attachmnts ce,OR (NR),DMEPOS_JAN.csv,795.38,795.38
4. DME,2025,2025-01-01,E0948,,Fracture frame attachmnts ce,OR (NR),DMEPOS_JAN.csv,79.54,79.54
4. DME,2025,2025-01-01,E0948,,Fracture frame attachmnts ce,OR (NR),DMEPOS_JAN.csv,578.06,578.06
4. DME,2025,2025-01-01,E0950,,Tray,OR (NR),DMEPOS_JAN.csv,87.17,87.17
4. DME,2025,2025-01-01,E0950,NUKE,Tray,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0950,NUKU,Tray,OR (NR),DMEPOS_JAN.csv,125.19,125.19
4. DME,2025,2025-01-01,E0950,,Tray,OR (NR),DMEPOS_JAN.csv,8.72,8.72
4. DME,2025,2025-01-01,E0950,RRKE,Tray,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0950,RRKU,Tray,OR (NR),DMEPOS_JAN.csv,12.54,12.54
4. DME,2025,2025-01-01,E0950,,Tray,OR (NR),DMEPOS_JAN.csv,65.38,65.38
4. DME,2025,2025-01-01,E0950,UEKE,Tray,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0950,UEKU,Tray,OR (NR),DMEPOS_JAN.csv,93.89,93.89
4. DME,2025,2025-01-01,E0951,,Loop heel,OR (NR),DMEPOS_JAN.csv,15.95,15.95
4. DME,2025,2025-01-01,E0951,NUKE,Loop heel,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0951,NUKU,Loop heel,OR (NR),DMEPOS_JAN.csv,22.87,22.87
4. DME,2025,2025-01-01,E0951,,Loop heel,OR (NR),DMEPOS_JAN.csv,1.59,1.59
4. DME,2025,2025-01-01,E0951,RRKE,Loop heel,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0951,RRKU,Loop heel,OR (NR),DMEPOS_JAN.csv,2.34,2.34
4. DME,2025,2025-01-01,E0951,,Loop heel,OR (NR),DMEPOS_JAN.csv,11.97,11.97
4. DME,2025,2025-01-01,E0951,UEKE,Loop heel,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0951,UEKU,Loop heel,OR (NR),DMEPOS_JAN.csv,17.14,17.14
4. DME,2025,2025-01-01,E0952,,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,20.19,20.19
4. DME,2025,2025-01-01,E0952,NUKE,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0952,NUKU,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,22.69,22.69
4. DME,2025,2025-01-01,E0952,,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,2.02,2.02
4. DME,2025,2025-01-01,E0952,RRKE,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0952,RRKU,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,2.34,2.34
4. DME,2025,2025-01-01,E0952,,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,15.15,15.15
4. DME,2025,2025-01-01,E0952,UEKE,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0952,UEKU,"Toe loop/holder, each",OR (NR),DMEPOS_JAN.csv,17.03,17.03
4. DME,2025,2025-01-01,E0953,,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,88.93,88.93
4. DME,2025,2025-01-01,E0953,NUKE,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0953,NUKU,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,118.7,118.7
4. DME,2025,2025-01-01,E0953,,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,8.89,8.89
4. DME,2025,2025-01-01,E0953,RRKE,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0953,RRKU,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,11.86,11.86
4. DME,2025,2025-01-01,E0953,,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,66.7,66.7
4. DME,2025,2025-01-01,E0953,UEKE,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0953,UEKU,W/C LATERAL THIGH/KNEE SUP,OR (NR),DMEPOS_JAN.csv,89.03,89.03
4. DME,2025,2025-01-01,E0954,,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,64.85,64.85
4. DME,2025,2025-01-01,E0954,NUKE,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0954,NUKU,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,74.28,74.28
4. DME,2025,2025-01-01,E0954,,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,6.47,6.47
4. DME,2025,2025-01-01,E0954,RRKE,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0954,RRKU,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,7.54,7.54
4. DME,2025,2025-01-01,E0954,,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,48.65,48.65
4. DME,2025,2025-01-01,E0954,UEKE,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0954,UEKU,"FOOT BOX, ANY TYPE EACH FOOT",OR (NR),DMEPOS_JAN.csv,55.69,55.69
4. DME,2025,2025-01-01,E0955,,Cushioned headrest,OR (NR),DMEPOS_JAN.csv,16.67,16.67
4. DME,2025,2025-01-01,E0955,RRKE,Cushioned headrest,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0955,RRKU,Cushioned headrest,OR (NR),DMEPOS_JAN.csv,24.34,24.34
4. DME,2025,2025-01-01,E0956,,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,88.93,88.93
4. DME,2025,2025-01-01,E0956,NUKE,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0956,NUKU,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,118.7,118.7
4. DME,2025,2025-01-01,E0956,,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,8.89,8.89
4. DME,2025,2025-01-01,E0956,RRKE,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0956,RRKU,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,11.86,11.86
4. DME,2025,2025-01-01,E0956,,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,66.7,66.7
4. DME,2025,2025-01-01,E0956,UEKE,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0956,UEKU,W/c lateral trunk/hip suppor,OR (NR),DMEPOS_JAN.csv,89.03,89.03
4. DME,2025,2025-01-01,E0957,,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,139.41,139.41
4. DME,2025,2025-01-01,E0957,NUKE,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0957,NUKU,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,166.12,166.12
4. DME,2025,2025-01-01,E0957,,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,13.94,13.94
4. DME,2025,2025-01-01,E0957,RRKE,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0957,RRKU,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,16.63,16.63
4. DME,2025,2025-01-01,E0957,,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,104.56,104.56
4. DME,2025,2025-01-01,E0957,UEKE,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0957,UEKU,W/c medial thigh support,OR (NR),DMEPOS_JAN.csv,124.57,124.57
4. DME,2025,2025-01-01,E0958,,Whlchr att- conv 1 arm drive,OR (NR),DMEPOS_JAN.csv,47.05,47.05
4. DME,2025,2025-01-01,E0958,RRKU,Whlchr att- conv 1 arm drive,OR (NR),DMEPOS_JAN.csv,60.95,60.95
4. DME,2025,2025-01-01,E0959,,Amputee adapter,OR (NR),DMEPOS_JAN.csv,52.07,52.07
4. DME,2025,2025-01-01,E0959,NUKU,Amputee adapter,OR (NR),DMEPOS_JAN.csv,61.75,61.75
4. DME,2025,2025-01-01,E0959,,Amputee adapter,OR (NR),DMEPOS_JAN.csv,5.21,5.21
4. DME,2025,2025-01-01,E0959,RRKU,Amputee adapter,OR (NR),DMEPOS_JAN.csv,6.21,6.21
4. DME,2025,2025-01-01,E0959,,Amputee adapter,OR (NR),DMEPOS_JAN.csv,39.06,39.06
4. DME,2025,2025-01-01,E0959,UEKU,Amputee adapter,OR (NR),DMEPOS_JAN.csv,46.76,46.76
4. DME,2025,2025-01-01,E0960,,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,85.2,85.2
4. DME,2025,2025-01-01,E0960,NUKE,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0960,NUKU,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,109.57,109.57
4. DME,2025,2025-01-01,E0960,,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,8.52,8.52
4. DME,2025,2025-01-01,E0960,RRKE,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0960,RRKU,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,10.99,10.99
4. DME,2025,2025-01-01,E0960,,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,63.9,63.9
4. DME,2025,2025-01-01,E0960,UEKE,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0960,UEKU,W/c shoulder harness/straps,OR (NR),DMEPOS_JAN.csv,82.19,82.19
4. DME,2025,2025-01-01,E0961,,Wheelchair brake extension,OR (NR),DMEPOS_JAN.csv,25.97,25.97
4. DME,2025,2025-01-01,E0961,NUKU,Wheelchair brake extension,OR (NR),DMEPOS_JAN.csv,36.35,36.35
4. DME,2025,2025-01-01,E0961,,Wheelchair brake extension,OR (NR),DMEPOS_JAN.csv,2.6,2.6
4. DME,2025,2025-01-01,E0961,RRKU,Wheelchair brake extension,OR (NR),DMEPOS_JAN.csv,3.69,3.69
4. DME,2025,2025-01-01,E0961,,Wheelchair brake extension,OR (NR),DMEPOS_JAN.csv,19.48,19.48
4. DME,2025,2025-01-01,E0961,UEKU,Wheelchair brake extension,OR (NR),DMEPOS_JAN.csv,20.72,20.72
4. DME,2025,2025-01-01,E0966,,Wheelchair head rest extensi,OR (NR),DMEPOS_JAN.csv,81.07,81.07
4. DME,2025,2025-01-01,E0966,NUKU,Wheelchair head rest extensi,OR (NR),DMEPOS_JAN.csv,99.73,99.73
4. DME,2025,2025-01-01,E0966,,Wheelchair head rest extensi,OR (NR),DMEPOS_JAN.csv,8.11,8.11
4. DME,2025,2025-01-01,E0966,RRKU,Wheelchair head rest extensi,OR (NR),DMEPOS_JAN.csv,9.84,9.84
4. DME,2025,2025-01-01,E0966,,Wheelchair head rest extensi,OR (NR),DMEPOS_JAN.csv,60.81,60.81
4. DME,2025,2025-01-01,E0966,UEKU,Wheelchair head rest extensi,OR (NR),DMEPOS_JAN.csv,74.78,74.78
4. DME,2025,2025-01-01,E0967,,Man wc rim/projection rep ea,OR (NR),DMEPOS_JAN.csv,81.34,81.34
4. DME,2025,2025-01-01,E0967,NUKU,Man wc rim/projection rep ea,OR (NR),DMEPOS_JAN.csv,90.23,90.23
4. DME,2025,2025-01-01,E0967,,Man wc rim/projection rep ea,OR (NR),DMEPOS_JAN.csv,8.13,8.13
4. DME,2025,2025-01-01,E0967,RRKU,Man wc rim/projection rep ea,OR (NR),DMEPOS_JAN.csv,9.03,9.03
4. DME,2025,2025-01-01,E0967,,Man wc rim/projection rep ea,OR (NR),DMEPOS_JAN.csv,61.0,61.0
4. DME,2025,2025-01-01,E0967,UEKU,Man wc rim/projection rep ea,OR (NR),DMEPOS_JAN.csv,67.64,67.64
4. DME,2025,2025-01-01,E0968,,Wheelchair commode seat,OR (NR),DMEPOS_JAN.csv,21.28,21.28
4. DME,2025,2025-01-01,E0969,,Wheelchair narrowing device,OR (NR),DMEPOS_JAN.csv,218.84,218.84
4. DME,2025,2025-01-01,E0969,,Wheelchair narrowing device,OR (NR),DMEPOS_JAN.csv,21.67,21.67
4. DME,2025,2025-01-01,E0969,,Wheelchair narrowing device,OR (NR),DMEPOS_JAN.csv,164.14,164.14
4. DME,2025,2025-01-01,E0971,,Wheelchair anti-tipping devi,OR (NR),DMEPOS_JAN.csv,35.16,35.16
4. DME,2025,2025-01-01,E0971,NUKU,Wheelchair anti-tipping devi,OR (NR),DMEPOS_JAN.csv,60.62,60.62
4. DME,2025,2025-01-01,E0971,,Wheelchair anti-tipping devi,OR (NR),DMEPOS_JAN.csv,3.52,3.52
4. DME,2025,2025-01-01,E0971,RRKU,Wheelchair anti-tipping devi,OR (NR),DMEPOS_JAN.csv,6.07,6.07
4. DME,2025,2025-01-01,E0971,,Wheelchair anti-tipping devi,OR (NR),DMEPOS_JAN.csv,26.37,26.37
4. DME,2025,2025-01-01,E0971,UEKU,Wheelchair anti-tipping devi,OR (NR),DMEPOS_JAN.csv,45.51,45.51
4. DME,2025,2025-01-01,E0973,,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,66.15,66.15
4. DME,2025,2025-01-01,E0973,NUKE,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0973,NUKU,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,138.47,138.47
4. DME,2025,2025-01-01,E0973,,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,6.62,6.62
4. DME,2025,2025-01-01,E0973,RRKE,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0973,RRKU,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,13.18,13.18
4. DME,2025,2025-01-01,E0973,,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,49.61,49.61
4. DME,2025,2025-01-01,E0973,UEKE,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0973,UEKU,W/ch access det adj armrest,OR (NR),DMEPOS_JAN.csv,103.83,103.83
4. DME,2025,2025-01-01,E0974,,W/ch access anti-rollback,OR (NR),DMEPOS_JAN.csv,86.67,86.67
4. DME,2025,2025-01-01,E0974,NUKU,W/ch access anti-rollback,OR (NR),DMEPOS_JAN.csv,109.55,109.55
4. DME,2025,2025-01-01,E0974,,W/ch access anti-rollback,OR (NR),DMEPOS_JAN.csv,8.67,8.67
4. DME,2025,2025-01-01,E0974,RRKU,W/ch access anti-rollback,OR (NR),DMEPOS_JAN.csv,11.61,11.61
4. DME,2025,2025-01-01,E0974,,W/ch access anti-rollback,OR (NR),DMEPOS_JAN.csv,65.01,65.01
4. DME,2025,2025-01-01,E0974,UEKU,W/ch access anti-rollback,OR (NR),DMEPOS_JAN.csv,82.79,82.79
4. DME,2025,2025-01-01,E0978,,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,27.73,27.73
4. DME,2025,2025-01-01,E0978,NUKE,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0978,NUKU,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,43.71,43.71
4. DME,2025,2025-01-01,E0978,,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,2.77,2.77
4. DME,2025,2025-01-01,E0978,RRKE,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0978,RRKU,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,4.39,4.39
4. DME,2025,2025-01-01,E0978,,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,20.8,20.8
4. DME,2025,2025-01-01,E0978,UEKE,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0978,UEKU,"W/c acc,saf belt pelv strap",OR (NR),DMEPOS_JAN.csv,32.39,32.39
4. DME,2025,2025-01-01,E0980,,Wheelchair safety vest,OR (NR),DMEPOS_JAN.csv,43.08,43.08
4. DME,2025,2025-01-01,E0980,,Wheelchair safety vest,OR (NR),DMEPOS_JAN.csv,4.31,4.31
4. DME,2025,2025-01-01,E0980,,Wheelchair safety vest,OR (NR),DMEPOS_JAN.csv,32.31,32.31
4. DME,2025,2025-01-01,E0981,,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,50.61,50.61
4. DME,2025,2025-01-01,E0981,NUKE,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0981,NUKU,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,56.76,56.76
4. DME,2025,2025-01-01,E0981,,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,5.06,5.06
4. DME,2025,2025-01-01,E0981,RRKE,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0981,RRKU,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,5.78,5.78
4. DME,2025,2025-01-01,E0981,,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,37.96,37.96
4. DME,2025,2025-01-01,E0981,UEKE,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0981,UEKU,"Seat upholstery, replacement",OR (NR),DMEPOS_JAN.csv,42.98,42.98
4. DME,2025,2025-01-01,E0982,,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,56.03,56.03
4. DME,2025,2025-01-01,E0982,NUKE,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0982,NUKU,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,62.04,62.04
4. DME,2025,2025-01-01,E0982,,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,5.6,5.6
4. DME,2025,2025-01-01,E0982,RRKE,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0982,RRKU,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,6.18,6.18
4. DME,2025,2025-01-01,E0982,,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,42.03,42.03
4. DME,2025,2025-01-01,E0982,UEKE,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0982,UEKU,"Back upholstery, replacement",OR (NR),DMEPOS_JAN.csv,46.56,46.56
4. DME,2025,2025-01-01,E0983,,Add pwr joystick,OR (NR),DMEPOS_JAN.csv,349.2,349.2
4. DME,2025,2025-01-01,E0984,,Add pwr tiller,OR (NR),DMEPOS_JAN.csv,233.61,233.61
4. DME,2025,2025-01-01,E0985,,W/c seat lift mechanism,OR (NR),DMEPOS_JAN.csv,24.24,24.24
4. DME,2025,2025-01-01,E0985,RRKU,W/c seat lift mechanism,OR (NR),DMEPOS_JAN.csv,28.38,28.38
4. DME,2025,2025-01-01,E0986,,Man w/c push-rim powr system,OR (NR),DMEPOS_JAN.csv,679.65,679.65
4. DME,2025,2025-01-01,E0988,,Lever-activated wheel drive,OR (NR),DMEPOS_JAN.csv,402.16,402.16
4. DME,2025,2025-01-01,E0990,,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,82.92,82.92
4. DME,2025,2025-01-01,E0990,NUKE,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0990,NUKU,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,120.81,120.81
4. DME,2025,2025-01-01,E0990,,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,8.29,8.29
4. DME,2025,2025-01-01,E0990,RRKE,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0990,RRKU,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,13.54,13.54
4. DME,2025,2025-01-01,E0990,,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,62.19,62.19
4. DME,2025,2025-01-01,E0990,UEKE,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0990,UEKU,Wheelchair elevating leg res,OR (NR),DMEPOS_JAN.csv,93.93,93.93
4. DME,2025,2025-01-01,E0992,,Wheelchair solid seat insert,OR (NR),DMEPOS_JAN.csv,97.38,97.38
4. DME,2025,2025-01-01,E0992,NUKU,Wheelchair solid seat insert,OR (NR),DMEPOS_JAN.csv,132.97,132.97
4. DME,2025,2025-01-01,E0992,,Wheelchair solid seat insert,OR (NR),DMEPOS_JAN.csv,9.74,9.74
4. DME,2025,2025-01-01,E0992,RRKU,Wheelchair solid seat insert,OR (NR),DMEPOS_JAN.csv,12.91,12.91
4. DME,2025,2025-01-01,E0992,,Wheelchair solid seat insert,OR (NR),DMEPOS_JAN.csv,73.04,73.04
4. DME,2025,2025-01-01,E0992,UEKU,Wheelchair solid seat insert,OR (NR),DMEPOS_JAN.csv,99.73,99.73
4. DME,2025,2025-01-01,E0994,,Wheelchair arm rest,OR (NR),DMEPOS_JAN.csv,22.72,22.72
4. DME,2025,2025-01-01,E0994,,Wheelchair arm rest,OR (NR),DMEPOS_JAN.csv,2.27,2.27
4. DME,2025,2025-01-01,E0994,,Wheelchair arm rest,OR (NR),DMEPOS_JAN.csv,17.04,17.04
4. DME,2025,2025-01-01,E0995,,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,32.52,32.52
4. DME,2025,2025-01-01,E0995,NUKE,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0995,NUKU,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,36.6,36.6
4. DME,2025,2025-01-01,E0995,,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,3.25,3.25
4. DME,2025,2025-01-01,E0995,RRKE,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0995,RRKU,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,3.69,3.69
4. DME,2025,2025-01-01,E0995,,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,24.39,24.39
4. DME,2025,2025-01-01,E0995,UEKE,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E0995,UEKU,"Wc calf rest, pad replacemnt",OR (NR),DMEPOS_JAN.csv,27.43,27.43
4. DME,2025,2025-01-01,E1002,,Pwr seat tilt,OR (NR),DMEPOS_JAN.csv,451.26,451.26
4. DME,2025,2025-01-01,E1002,RRKE,Pwr seat tilt,OR (NR),DMEPOS_JAN.csv,0.0,0.0
4. DME,2025,2025-01-01,E1002,RRKU,Pwr seat tilt,OR (NR),DMEPOS_JAN.csv,488.08,488.08
4. DME,2025,2025-01-01,E1003,,Pwr seat recline,OR (NR),DMEPOS_JAN.csv,528.18,528.18
