CMS SCHEDULE,YEAR,EFF_DATE,GEOGRAPHY,HCPCS,SHORTDESC,FILE_NAME,NF RATE,F RATE
5. ASC,2025,2025-01-01,NATIONAL,25101,Explore/treat wrist joint,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25105,Remove wrist joint lining,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25107,Remove wrist joint cartilage,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25109,Excise tendon forearm/wrist,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25110,Remove wrist tendon lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25111,Remove wrist tendon lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25112,Reremove wrist tendon lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25115,Remove wrist/forearm lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25116,Remove wrist/forearm lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25118,Excise wrist tendon sheath,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25119,Partial removal of ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25120,Removal of forearm lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25125,Remove/graft forearm lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25126,Remove/graft forearm lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25130,Removal of wrist lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25135,Remove & graft wrist lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25136,Remove & graft wrist lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25145,Remove forearm bone lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25150,Partial removal of ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25151,Partial removal of radius,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25210,Removal of wrist bone,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25215,Removal of wrist bones,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25230,Partial removal of radius,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25240,Partial removal of ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25246,Injection for wrist x-ray,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,25248,Remove forearm foreign body,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25250,Removal of wrist prosthesis,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25251,Removal of wrist prosthesis,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25259,Manipulate wrist w/anesthes,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25260,Repair forearm tendon/muscle,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25263,Repair forearm tendon/muscle,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25265,Repair forearm tendon/muscle,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25270,Repair forearm tendon/muscle,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25272,Repair forearm tendon/muscle,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25274,Repair forearm tendon/muscle,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25275,Repair forearm tendon sheath,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25280,Revise wrist/forearm tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25290,Incise wrist/forearm tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25295,Release wrist/forearm tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25300,Fusion of tendons at wrist,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25301,Fusion of tendons at wrist,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25310,Transplant forearm tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25312,Transplant forearm tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25315,Revise palsy hand tendon(s),January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25316,Revise palsy hand tendon(s),January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25320,Repair/revise wrist joint,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25332,Revise wrist joint,January_2025_ASC_Addenda.xlsx,2001.54,2001.54
5. ASC,2025,2025-01-01,NATIONAL,25335,Centralization wrist on ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25337,Reconstruct ulna/radioulnar,January_2025_ASC_Addenda.xlsx,4624.04,4624.04
5. ASC,2025,2025-01-01,NATIONAL,25350,Revision of radius,January_2025_ASC_Addenda.xlsx,4854.86,4854.86
5. ASC,2025,2025-01-01,NATIONAL,25355,Revision of radius,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25360,Revision of ulna,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25365,Revise radius & ulna,January_2025_ASC_Addenda.xlsx,6633.26,6633.26
5. ASC,2025,2025-01-01,NATIONAL,25370,Revise radius or ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25375,Revise radius & ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25390,Shorten radius or ulna,January_2025_ASC_Addenda.xlsx,4863.65,4863.65
5. ASC,2025,2025-01-01,NATIONAL,25391,Lengthen radius or ulna,January_2025_ASC_Addenda.xlsx,9465.06,9465.06
5. ASC,2025,2025-01-01,NATIONAL,25392,Shorten radius & ulna,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25393,Lengthen radius & ulna,January_2025_ASC_Addenda.xlsx,4492.58,4492.58
5. ASC,2025,2025-01-01,NATIONAL,25394,Repair carpal bone shorten,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25400,Repair radius or ulna,January_2025_ASC_Addenda.xlsx,4719.16,4719.16
5. ASC,2025,2025-01-01,NATIONAL,25405,Repair/graft radius or ulna,January_2025_ASC_Addenda.xlsx,4577.09,4577.09
5. ASC,2025,2025-01-01,NATIONAL,25415,Repair radius & ulna,January_2025_ASC_Addenda.xlsx,4449.87,4449.87
5. ASC,2025,2025-01-01,NATIONAL,25420,Repair/graft radius & ulna,January_2025_ASC_Addenda.xlsx,4449.87,4449.87
5. ASC,2025,2025-01-01,NATIONAL,25425,Repair/graft radius or ulna,January_2025_ASC_Addenda.xlsx,5570.95,5570.95
5. ASC,2025,2025-01-01,NATIONAL,25426,Repair/graft radius & ulna,January_2025_ASC_Addenda.xlsx,2083.43,2083.43
5. ASC,2025,2025-01-01,NATIONAL,25430,Vasc graft into carpal bone,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25431,Repair nonunion carpal bone,January_2025_ASC_Addenda.xlsx,5123.85,5123.85
5. ASC,2025,2025-01-01,NATIONAL,25440,Repair nonu scphd carpl b1,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25441,Arthrp w/prostc dstl rds,January_2025_ASC_Addenda.xlsx,10043.1,10043.1
5. ASC,2025,2025-01-01,NATIONAL,25442,Arthrp w/prostc dstl ulna,January_2025_ASC_Addenda.xlsx,14775.68,14775.68
5. ASC,2025,2025-01-01,NATIONAL,25443,Arthrp prostc dstl scph crpl,January_2025_ASC_Addenda.xlsx,5049.94,5049.94
5. ASC,2025,2025-01-01,NATIONAL,25444,Arthrp w/prostc lunate,January_2025_ASC_Addenda.xlsx,10766.5,10766.5
5. ASC,2025,2025-01-01,NATIONAL,25445,Arthrp w/prostc trapezium,January_2025_ASC_Addenda.xlsx,4829.42,4829.42
5. ASC,2025,2025-01-01,NATIONAL,25446,Arthrp w/prostc dst rds&crps,January_2025_ASC_Addenda.xlsx,14627.21,14627.21
5. ASC,2025,2025-01-01,NATIONAL,25447,Arthrp ntrcrp/crp/mtcr ntrps,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25448,Arthrp ntrcrpl/crp/mtcrp ssp,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25449,Revj arthrp wrist joint,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25450,Epiphysl arrst dstl rds/ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25455,Epiphysl arrst dstl rds&ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25490,Prophylactic tx radius,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25491,Prophylactic tx ulna,January_2025_ASC_Addenda.xlsx,8407.43,8407.43
5. ASC,2025,2025-01-01,NATIONAL,25492,Prophylactic tx radius&ulna,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25500,Cltx rdl shft fx w/o mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25505,Cltx rdl shft fx w/mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25515,Optx radial shaft fracture,January_2025_ASC_Addenda.xlsx,4467.74,4467.74
5. ASC,2025,2025-01-01,NATIONAL,25520,Cltx rdl shft fx&dislc,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25525,Optx rdl shft fx&cltx rad/ul,January_2025_ASC_Addenda.xlsx,4654.94,4654.94
5. ASC,2025,2025-01-01,NATIONAL,25526,Optx rdl shft fx&dstl rad/ul,January_2025_ASC_Addenda.xlsx,4782.17,4782.17
5. ASC,2025,2025-01-01,NATIONAL,25530,Cltx ulnar shft fx w/o mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25535,Cltx ulnar shft fx w/mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25545,Optx ulnar shft fx int fixj,January_2025_ASC_Addenda.xlsx,4427.76,4427.76
5. ASC,2025,2025-01-01,NATIONAL,25560,Cltx rdl&uln shft fx wo mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25565,Cltx rdl&uln shft fx w/mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25574,Optx rdl&uln shft fx rds/uln,January_2025_ASC_Addenda.xlsx,4737.33,4737.33
5. ASC,2025,2025-01-01,NATIONAL,25575,Optx rdl&uln shft fx rds&uln,January_2025_ASC_Addenda.xlsx,4706.13,4706.13
5. ASC,2025,2025-01-01,NATIONAL,25600,Cltx dst rdl fx/ephys sep wo,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25605,Cltx dst rdl fx/ephys sep w/,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25606,Perq skel fixj dstl rdl fx,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25607,Optx dst rd xartc fx/epi sep,January_2025_ASC_Addenda.xlsx,4759.45,4759.45
5. ASC,2025,2025-01-01,NATIONAL,25608,Optx dst rd xart fx/epi sep2,January_2025_ASC_Addenda.xlsx,4764.29,4764.29
5. ASC,2025,2025-01-01,NATIONAL,25609,Optx dst rd xart fx/ep sep3+,January_2025_ASC_Addenda.xlsx,4789.74,4789.74
5. ASC,2025,2025-01-01,NATIONAL,25622,Cltx carpl scphd fx w/o mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25624,Cltx carpl scphd fx w/mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25628,Optx carpl scphd fx int fixj,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25630,Cltx carpl fx w/o mnpj ea b1,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25635,Cltx carpl fx w/mnpj ea b1,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25645,Optx crpl fx oth/thn scph ea,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25650,Cltx ulnar styloid fracture,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25651,Perq skel fix ulnar styld fx,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25652,Optx ulnar styloid fracture,January_2025_ASC_Addenda.xlsx,4867.58,4867.58
5. ASC,2025,2025-01-01,NATIONAL,25660,Cltx rdcrpl/ntrcrpl dislc 1+,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25670,Optx rdcrpl/ntrcrpl dislc 1+,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25671,Perq skel fix rad/uln dislc,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25675,Cltx dstl rad/uln dislc mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25676,Optx rad/uln dislc aqt/chrnc,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25680,Cltx trns-scphprlnr fx mnpj,January_2025_ASC_Addenda.xlsx,128.93,128.93
5. ASC,2025,2025-01-01,NATIONAL,25685,Optx trns-scphprlnr fx dislc,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25690,Cltx lunate dislc w/mnpj,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25695,Optx lunate dislocation,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25800,Arthrd wrist complete wo grf,January_2025_ASC_Addenda.xlsx,4798.22,4798.22
5. ASC,2025,2025-01-01,NATIONAL,25805,Arthrd wrist w/sliding graft,January_2025_ASC_Addenda.xlsx,4985.42,4985.42
5. ASC,2025,2025-01-01,NATIONAL,25810,Arthrd wrst iliac/oth agrft,January_2025_ASC_Addenda.xlsx,8634.06,8634.06
5. ASC,2025,2025-01-01,NATIONAL,25820,Arthrd wrist lmtd w/o b1 grf,January_2025_ASC_Addenda.xlsx,4679.78,4679.78
5. ASC,2025,2025-01-01,NATIONAL,25825,Arthrd wrist with autograft,January_2025_ASC_Addenda.xlsx,4468.04,4468.04
5. ASC,2025,2025-01-01,NATIONAL,25830,Arthrd dst rad/ul jt sgm rsc,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,25907,Amputation follow-up surgery,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,25922,Amputate hand at wrist,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,25929,Amputation follow-up surgery,January_2025_ASC_Addenda.xlsx,981.09,981.09
5. ASC,2025,2025-01-01,NATIONAL,25931,Amputation follow-up surgery,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26010,Drainage of finger abscess,January_2025_ASC_Addenda.xlsx,106.77,106.77
5. ASC,2025,2025-01-01,NATIONAL,26011,Drainage of finger abscess,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,26020,Drain hand tendon sheath,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26025,Drainage of palm bursa,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26030,Drainage of palm bursas,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26034,Treat hand bone lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26035,Decompress fingers/hand,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26037,Decompress fingers/hand,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26040,Release palm contracture,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26045,Release palm contracture,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26055,Incise finger tendon sheath,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26060,Incision of finger tendon,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26070,Explore/treat hand joint,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26075,Explore/treat finger joint,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26080,Explore/treat finger joint,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26100,Biopsy hand joint lining,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26105,Biopsy finger joint lining,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26110,Biopsy finger joint lining,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26111,Exc hand les sc 1.5 cm/>,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,26113,Exc hand tum deep 1.5 cm/>,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,26115,Exc hand les sc < 1.5 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,26116,Exc hand tum deep < 1.5 cm,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,26117,Rad resect hand tumor < 3 cm,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,26118,Rad resect hand tumor 3 cm/>,January_2025_ASC_Addenda.xlsx,1201.9,1201.9
5. ASC,2025,2025-01-01,NATIONAL,26121,Release palm contracture,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26123,Release palm contracture,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26125,Release palm contracture,January_2025_ASC_Addenda.xlsx,0.0,0.0
5. ASC,2025,2025-01-01,NATIONAL,26130,Remove wrist joint lining,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26135,Revise finger joint each,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26140,Revise finger joint each,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26145,Tendon excision palm/finger,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26160,Remove tendon sheath lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26170,Removal of palm tendon each,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26180,Removal of finger tendon,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26185,Remove finger bone,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26200,Remove hand bone lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26205,Remove/graft bone lesion,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,26210,Removal of finger lesion,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26215,Remove/graft finger lesion,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26230,Partial removal of hand bone,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26235,Partial removal finger bone,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26236,Partial removal finger bone,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26250,Extensive hand surgery,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26260,Resect prox finger tumor,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26262,Resect distal finger tumor,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26320,Removal of implant from hand,January_2025_ASC_Addenda.xlsx,708.28,708.28
5. ASC,2025,2025-01-01,NATIONAL,26340,Manipulate finger w/anesth,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26341,Manipulat palm cord post inj,January_2025_ASC_Addenda.xlsx,80.54,80.54
5. ASC,2025,2025-01-01,NATIONAL,26350,Repair finger/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26352,Repair/graft hand tendon,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,26356,Repair finger/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26357,Repair finger/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26358,Repair/graft hand tendon,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,26370,Repair finger/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26372,Repair/graft hand tendon,January_2025_ASC_Addenda.xlsx,4470.16,4470.16
5. ASC,2025,2025-01-01,NATIONAL,26373,Repair finger/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26390,Revise hand/finger tendon,January_2025_ASC_Addenda.xlsx,4443.2,4443.2
5. ASC,2025,2025-01-01,NATIONAL,26392,Repair/graft hand tendon,January_2025_ASC_Addenda.xlsx,3510.84,3510.84
5. ASC,2025,2025-01-01,NATIONAL,26410,Repair hand tendon,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26412,Repair/graft hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26415,Excision hand/finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26416,Graft hand or finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26418,Repair finger tendon,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26420,Repair/graft finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26426,Repair finger/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26428,Repair/graft finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26432,Repair finger tendon,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26433,Repair finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26434,Repair/graft finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26437,Realignment of tendons,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26440,Release palm/finger tendon,January_2025_ASC_Addenda.xlsx,838.29,838.29
5. ASC,2025,2025-01-01,NATIONAL,26442,Release palm & finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26445,Release hand/finger tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26449,Release forearm/hand tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
5. ASC,2025,2025-01-01,NATIONAL,26450,Incision of palm tendon,January_2025_ASC_Addenda.xlsx,1579.16,1579.16
