Addendum AA -- ASC Covered Surgical Procedures for CY 2025                                                                                                                            (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,January 2025 Payment Indicator,January 2025  Payment Weight  ,January 2025 Payment Rate 
27394,,Lengthening of thigh tendons,Y,A2,63.9555,"$3,510.84"
27395,,Lengthening of thigh tendons,Y,A2,28.767,"$1,579.16"
27396,,Transplant of thigh tendon,Y,A2,63.9555,"$3,510.84"
27397,,Transplants of thigh tendons,Y,J8,94.531,"$5,189.28"
27400,,Revise thigh muscles/tendons,Y,J8,80.6587,"$4,427.76"
27403,,Repair of knee cartilage,Y,J8,82.6893,"$4,539.23"
27405,,Repair of knee ligament,Y,A2,63.9555,"$3,510.84"
27407,,Repair of knee ligament,Y,J8,91.0216,"$4,996.63"
27409,,Repair of knee ligaments,Y,A2,63.9555,"$3,510.84"
27412,,Autochondrocyte implant knee,Y,G2,63.9555,"$3,510.84"
27415,,Osteochondral knee allograft,Y,J8,200.4139,"$11,001.72"
27416,,Osteochondral knee autograft,Y,G2,63.9555,"$3,510.84"
27418,,Repair degenerated kneecap,Y,G2,63.9555,"$3,510.84"
27420,,Revision of unstable kneecap,Y,A2,63.9555,"$3,510.84"
27422,,Revision of unstable kneecap,Y,A2,63.9555,"$3,510.84"
27424,,Revision/removal of kneecap,Y,A2,63.9555,"$3,510.84"
27425,,Lat retinacular release open,Y,A2,28.767,"$1,579.16"
27427,,Reconstruction knee,Y,J8,87.0154,"$4,776.71"
27428,,Reconstruction knee,Y,A2,120.8354,"$6,633.26"
27429,,Reconstruction knee,Y,J8,171.4517,"$9,411.84"
27430,,Revision of thigh muscles,Y,G2,63.9555,"$3,510.84"
27435,,Incision of knee joint,Y,A2,28.767,"$1,579.16"
27437,,Revise kneecap,Y,A2,63.9555,"$3,510.84"
27438,,Revise kneecap with implant,Y,J8,154.3953,"$8,475.53"
27440,,Revision of knee joint,Y,J8,163.9035,"$8,997.48"
27441,,Revision of knee joint,Y,G2,120.8354,"$6,633.26"
27442,,Revision of knee joint,Y,J8,160.1712,"$8,792.60"
27443,,Revision of knee joint,Y,J8,174.6837,"$9,589.26"
27446,,Revision of knee joint,Y,J8,165.4466,"$9,082.19"
27447,,Total knee arthroplasty,Y,J8,168.6055,"$9,255.60"
27475,,Surgery to stop leg growth,Y,G2,63.9555,"$3,510.84"
27479,,Surgery to stop leg growth,Y,G2,63.9555,"$3,510.84"
27496,,Decompression of thigh/knee,Y,A2,28.767,"$1,579.16"
27497,,Decompression of thigh/knee,Y,A2,28.767,"$1,579.16"
27498,,Decompression of thigh/knee,Y,A2,15.2707,$838.29
27499,,Decompression of thigh/knee,Y,A2,63.9555,"$3,510.84"
27500,,Treatment of thigh fracture,Y,A2,2.3486,$128.93
27501,,Treatment of thigh fracture,Y,A2,2.3486,$128.93
27502,,Treatment of thigh fracture,Y,A2,15.2707,$838.29
27503,,Treatment of thigh fracture,Y,A2,15.2707,$838.29
27508,,Treatment of thigh fracture,Y,A2,2.3486,$128.93
27509,,Treatment of thigh fracture,Y,J8,83.3238,"$4,574.06"
27510,,Treatment of thigh fracture,Y,A2,15.2707,$838.29
27516,,Treat thigh fx growth plate,Y,A2,2.3486,$128.93
27517,,Treat thigh fx growth plate,Y,A2,15.2707,$838.29
27520,,Treat kneecap fracture,Y,A2,2.3486,$128.93
27524,,Treat kneecap fracture,Y,G2,63.9555,"$3,510.84"
27530,,Treat knee fracture,Y,A2,2.3486,$128.93
27532,,Treat knee fracture,Y,A2,28.767,"$1,579.16"
27538,,Treat knee fracture(s),Y,A2,2.3486,$128.93
27550,,Treat knee dislocation,Y,A2,2.3486,$128.93
27552,,Treat knee dislocation,Y,A2,15.2707,$838.29
27560,,Treat kneecap dislocation,Y,A2,2.3486,$128.93
27562,,Treat kneecap dislocation,Y,A2,2.3486,$128.93
27566,,Treat kneecap dislocation,Y,A2,63.9555,"$3,510.84"
27570,,Fixation of knee joint,Y,A2,15.2707,$838.29
27594,,Amputation follow-up surgery,Y,A2,28.767,"$1,579.16"
27600,,Decompression of lower leg,Y,A2,28.767,"$1,579.16"
27601,,Decompression of lower leg,Y,A2,28.767,"$1,579.16"
27602,,Decompression of lower leg,Y,A2,28.767,"$1,579.16"
27603,,Drain lower leg lesion,Y,A2,21.8945,"$1,201.90"
27604,,Drain lower leg bursa,Y,A2,28.767,"$1,579.16"
27605,,Incision of achilles tendon,Y,A2,15.2707,$838.29
27606,,Incision of achilles tendon,Y,A2,28.767,"$1,579.16"
27607,,Treat lower leg bone lesion,Y,A2,28.767,"$1,579.16"
27610,,Explore/treat ankle joint,Y,A2,28.767,"$1,579.16"
27612,,Exploration of ankle joint,Y,A2,28.767,"$1,579.16"
27613,,Biopsy lower leg soft tissue,Y,P3,,$163.03
27614,,Biopsy lower leg soft tissue,Y,A2,21.8945,"$1,201.90"
27615,,Resect leg/ankle tum < 5 cm,Y,G2,21.8945,"$1,201.90"
27616,,Resect leg/ankle tum 5 cm/>,Y,G2,21.8945,"$1,201.90"
27618,,Exc leg/ankle tum < 3 cm,Y,G2,12.9024,$708.28
27619,,Exc leg/ankle tum deep <5 cm,Y,G2,21.8945,"$1,201.90"
27620,,Explore/treat ankle joint,Y,A2,28.767,"$1,579.16"
27625,,Remove ankle joint lining,Y,A2,28.767,"$1,579.16"
27626,,Remove ankle joint lining,Y,A2,28.767,"$1,579.16"
27630,,Removal of tendon lesion,Y,A2,28.767,"$1,579.16"
27632,,Exc leg/ankle les sc 3 cm/>,Y,G2,21.8945,"$1,201.90"
27634,,Exc leg/ankle tum dep 5 cm/>,Y,G2,21.8945,"$1,201.90"
27635,,Remove lower leg bone lesion,Y,A2,28.767,"$1,579.16"
27637,,Remove/graft leg bone lesion,Y,J8,86.1712,"$4,730.37"
27638,,Remove/graft leg bone lesion,Y,A2,63.9555,"$3,510.84"
27640,,Partial removal of tibia,Y,A2,28.767,"$1,579.16"
27641,,Partial removal of fibula,Y,A2,28.767,"$1,579.16"
27647,,Resect talus/calcaneus tum,Y,G2,28.767,"$1,579.16"
27648,,Injection for ankle x-ray,N,N1,,
27650,,Repair achilles tendon,Y,A2,63.9555,"$3,510.84"
27652,,Repair/graft achilles tendon,Y,J8,84.3115,"$4,628.28"
27654,,Repair of achilles tendon,Y,J8,80.8959,"$4,440.78"
27656,,Repair leg fascia defect,Y,A2,28.767,"$1,579.16"
27658,,Repair of leg tendon each,Y,A2,28.767,"$1,579.16"
27659,,Repair of leg tendon each,Y,A2,63.9555,"$3,510.84"
27664,,Repair of leg tendon each,Y,A2,63.9555,"$3,510.84"
27665,,Repair of leg tendon each,Y,J8,80.8573,"$4,438.66"
27675,,Repair lower leg tendons,Y,A2,28.767,"$1,579.16"
27676,,Repair lower leg tendons,Y,A2,63.9555,"$3,510.84"
27680,,Release of lower leg tendon,Y,A2,28.767,"$1,579.16"
27681,,Release of lower leg tendons,Y,A2,28.767,"$1,579.16"
27685,,Revision of lower leg tendon,Y,A2,28.767,"$1,579.16"
27686,,Revise lower leg tendons,Y,A2,28.767,"$1,579.16"
27687,,Revision of calf tendon,Y,A2,28.767,"$1,579.16"
27690,,Revise lower leg tendon,Y,A2,63.9555,"$3,510.84"
27691,,Revise lower leg tendon,Y,A2,63.9555,"$3,510.84"
27692,,Revise additional leg tendon,N,N1,,
27695,,Repair of ankle ligament,Y,J8,85.1945,"$4,676.75"
27696,,Repair of ankle ligaments,Y,J8,82.1762,"$4,511.06"
27698,,Repair of ankle ligament,Y,J8,83.4342,"$4,580.12"
27700,,Revision of ankle joint,Y,J8,96.8487,"$5,316.51"
27702,,Reconstruct ankle joint,Y,J8,270.9808,"$14,875.49"
27704,,Removal of ankle implant,N,A2,28.767,"$1,579.16"
27705,,Osteotomy tibia,Y,J8,80.6751,"$4,428.66"
27707,,Osteotomy fibula,Y,A2,28.767,"$1,579.16"
27709,,Osteotomy tibia & fibula,Y,J8,157.1165,"$8,624.91"
27720,,Repair of tibia,Y,J8,84.615,"$4,644.94"
27726,,Repair fibula nonunion,Y,J8,86.3532,"$4,740.36"
27730,,Repair of tibia epiphysis,Y,J8,36.4612,"$2,001.54"
27732,,Repair of fibula epiphysis,Y,A2,28.767,"$1,579.16"
27734,,Repair lower leg epiphyses,Y,A2,28.767,"$1,579.16"
27740,,Repair of leg epiphyses,Y,G2,28.767,"$1,579.16"
27742,,Repair of leg epiphyses,Y,A2,28.767,"$1,579.16"
27745,,Reinforce tibia,Y,J8,86.8003,"$4,764.90"
27750,,Treatment of tibia fracture,Y,A2,2.3486,$128.93
27752,,Treatment of tibia fracture,Y,A2,15.2707,$838.29
27756,,Treatment of tibia fracture,Y,J8,88.5108,"$4,858.80"
27758,,Treatment of tibia fracture,Y,J8,162.1415,"$8,900.76"
27759,,Treatment of tibia fracture,Y,J8,160.6195,"$8,817.21"
27760,,Cltx medial ankle fx,Y,A2,2.3486,$128.93
27762,,Cltx med ankle fx w/mnpj,Y,A2,15.2707,$838.29
27766,,Optx medial ankle fx,Y,A2,63.9555,"$3,510.84"
27767,,Cltx post ankle fx,Y,P2,2.3486,$128.93
27768,,Cltx post ankle fx w/mnpj,Y,G2,15.2707,$838.29
27769,,Optx post ankle fx,Y,J8,86.0002,"$4,720.98"
27780,,Treatment of fibula fracture,Y,A2,2.3486,$128.93
27781,,Treatment of fibula fracture,Y,A2,15.2707,$838.29
27784,,Treatment of fibula fracture,Y,A2,63.9555,"$3,510.84"
27786,,Treatment of ankle fracture,Y,A2,2.3486,$128.93
27788,,Treatment of ankle fracture,Y,A2,2.3486,$128.93
27792,,Treatment of ankle fracture,Y,J8,83.7268,"$4,596.18"
27808,,Treatment of ankle fracture,Y,A2,2.3486,$128.93
27810,,Treatment of ankle fracture,Y,A2,15.2707,$838.29
27814,,Treatment of ankle fracture,Y,J8,83.2025,"$4,567.40"
27816,,Treatment of ankle fracture,Y,A2,2.3486,$128.93
27818,,Treatment of ankle fracture,Y,A2,15.2707,$838.29
27822,,Treatment of ankle fracture,Y,J8,83.9474,"$4,608.29"
27823,,Treatment of ankle fracture,Y,J8,82.3804,"$4,522.27"
27824,,Treat lower leg fracture,Y,A2,2.3486,$128.93
27825,,Treat lower leg fracture,Y,A2,15.2707,$838.29
27826,,Treat lower leg fracture,Y,J8,84.2949,"$4,627.37"
27827,,Treat lower leg fracture,Y,J8,159.5561,"$8,758.83"
27828,,Treat lower leg fracture,Y,J8,163.7054,"$8,986.61"
27829,,Treat lower leg joint,Y,J8,87.1092,"$4,781.86"
27830,,Treat lower leg dislocation,Y,A2,2.3486,$128.93
27831,,Treat lower leg dislocation,Y,A2,28.767,"$1,579.16"
27832,,Treat lower leg dislocation,Y,J8,85.6524,"$4,701.89"
27840,,Treat ankle dislocation,Y,A2,2.3486,$128.93
27842,,Treat ankle dislocation,Y,A2,15.2707,$838.29
27846,,Treat ankle dislocation,Y,G2,63.9555,"$3,510.84"
27848,,Treat ankle dislocation,Y,J8,92.3569,"$5,069.93"
27860,,Fixation of ankle joint,Y,A2,28.767,"$1,579.16"
27870,,Fusion of ankle joint open,Y,J8,174.6837,"$9,589.26"
27871,,Fusion of tibiofibular joint,Y,J8,173.1405,"$9,504.55"
27884,,Amputation follow-up surgery,Y,A2,28.767,"$1,579.16"
27889,,Ankle disarticulation,Y,A2,63.9555,"$3,510.84"
27892,,Decompression of leg,Y,A2,28.767,"$1,579.16"
27893,,Decompression of leg,Y,A2,63.9555,"$3,510.84"
27894,,Decompression of leg,Y,A2,28.767,"$1,579.16"
28001,,Drainage of bursa of foot,Y,P3,,$94.78
28002,,Treatment of foot infection,Y,A2,15.2707,$838.29
28003,,Treatment of foot infection,Y,A2,28.767,"$1,579.16"
28005,,Treat foot bone lesion,Y,A2,28.767,"$1,579.16"
28008,,Incision of foot fascia,Y,A2,28.767,"$1,579.16"
28010,,Incision of toe tendon,Y,P3,,$126.80
28011,,Incision of toe tendons,Y,A2,15.2707,$838.29
28020,,Exploration of foot joint,Y,A2,28.767,"$1,579.16"
28022,,Exploration of foot joint,Y,A2,28.767,"$1,579.16"
28024,,Exploration of toe joint,Y,A2,15.2707,$838.29
28035,,Decompression of tibia nerve,Y,A2,16.8491,$924.93
28039,,Exc foot/toe tum sc 1.5 cm/>,Y,G2,21.8945,"$1,201.90"
28041,,Exc foot/toe tum dep 1.5cm/>,Y,G2,21.8945,"$1,201.90"
28043,,Exc foot/toe tum sc < 1.5 cm,Y,G2,12.9024,$708.28
28045,,Exc foot/toe tum deep <1.5cm,Y,G2,21.8945,"$1,201.90"
28046,,Resect foot/toe tumor < 3 cm,Y,G2,21.8945,"$1,201.90"
28047,,Resect foot/toe tumor 3 cm/>,Y,G2,21.8945,"$1,201.90"
28050,,Biopsy of foot joint lining,Y,A2,28.767,"$1,579.16"
28052,,Biopsy of foot joint lining,Y,A2,28.767,"$1,579.16"
28054,,Biopsy of toe joint lining,Y,A2,28.767,"$1,579.16"
28055,,Neurectomy foot,Y,A2,16.8491,$924.93
28060,,Partial removal foot fascia,Y,A2,28.767,"$1,579.16"
28062,,Removal of foot fascia,Y,A2,28.767,"$1,579.16"
28070,,Removal of foot joint lining,Y,A2,63.9555,"$3,510.84"
28072,,Removal of foot joint lining,Y,A2,28.767,"$1,579.16"
28080,,Removal of foot lesion,Y,A2,15.2707,$838.29
28086,,Excise foot tendon sheath,Y,A2,28.767,"$1,579.16"
28088,,Excise foot tendon sheath,Y,A2,28.767,"$1,579.16"
28090,,Removal of foot lesion,Y,A2,15.2707,$838.29
28092,,Removal of toe lesions,Y,A2,15.2707,$838.29
28100,,Removal of ankle/heel lesion,Y,A2,28.767,"$1,579.16"
28102,,Remove/graft foot lesion,Y,J8,91.7224,"$5,035.10"
28103,,Remove/graft foot lesion,Y,J8,95.6346,"$5,249.86"
28104,,Removal of foot lesion,Y,A2,28.767,"$1,579.16"
28106,,Remove/graft foot lesion,Y,J8,103.244,"$5,667.58"
28107,,Remove/graft foot lesion,Y,G2,63.9555,"$3,510.84"
28108,,Removal of toe lesions,Y,A2,15.2707,$838.29
28110,,Part removal of metatarsal,Y,A2,28.767,"$1,579.16"
28111,,Part removal of metatarsal,Y,A2,28.767,"$1,579.16"
28112,,Part removal of metatarsal,Y,A2,28.767,"$1,579.16"
28113,,Part removal of metatarsal,Y,A2,28.767,"$1,579.16"
28114,,Removal of metatarsal heads,Y,A2,28.767,"$1,579.16"
28116,,Revision of foot,Y,A2,28.767,"$1,579.16"
28118,,Removal of heel bone,Y,A2,28.767,"$1,579.16"
28119,,Removal of heel spur,Y,A2,28.767,"$1,579.16"
28120,,Part removal of ankle/heel,Y,A2,28.767,"$1,579.16"
28122,,Partial removal of foot bone,Y,A2,28.767,"$1,579.16"
28124,,Partial removal of toe,Y,P3,,$285.94
28126,,Partial removal of toe,Y,A2,28.767,"$1,579.16"
28130,,Removal of ankle bone,Y,J8,81.0615,"$4,449.87"
28140,,Removal of metatarsal,Y,A2,28.767,"$1,579.16"
28150,,Removal of toe,Y,A2,28.767,"$1,579.16"
28153,,Partial removal of toe,Y,A2,28.767,"$1,579.16"
28160,,Partial removal of toe,Y,A2,28.767,"$1,579.16"
28171,,Resect tarsal tumor,Y,A2,28.767,"$1,579.16"
28173,,Resect metatarsal tumor,Y,A2,28.767,"$1,579.16"
28175,,Resect phalanx of toe tumor,Y,A2,15.2707,$838.29
28190,,Removal of foot foreign body,Y,P3,,$158.50
28192,,Removal of foot foreign body,Y,A2,12.9024,$708.28
28193,,Removal of foot foreign body,Y,A2,12.9024,$708.28
28200,,Repair of foot tendon,Y,A2,28.767,"$1,579.16"
28202,,Repair/graft of foot tendon,Y,J8,86.1933,"$4,731.58"
28208,,Repair of foot tendon,Y,A2,28.767,"$1,579.16"
28210,,Repair/graft of foot tendon,Y,J8,88.1412,"$4,838.51"
28220,,Release of foot tendon,Y,P3,,$267.18
28222,,Release of foot tendons,Y,A2,28.767,"$1,579.16"
28225,,Release of foot tendon,Y,A2,28.767,"$1,579.16"
28226,,Release of foot tendons,Y,A2,28.767,"$1,579.16"
28230,,Incision of foot tendon(s),Y,P3,,$263.62
28232,,Incision of toe tendon,Y,P3,,$239.69
28234,,Incision of foot tendon,Y,A2,15.2707,$838.29
28238,,Revision of foot tendon,Y,A2,63.9555,"$3,510.84"
28240,,Release of big toe,Y,A2,28.767,"$1,579.16"
28250,,Revision of foot fascia,Y,A2,28.767,"$1,579.16"
28260,,Release of midfoot joint,Y,A2,28.767,"$1,579.16"
28261,,Revision of foot tendon,Y,A2,15.2707,$838.29
28262,,Revision of foot and ankle,Y,J8,81.0615,"$4,449.87"
28264,,Release of midfoot joint,Y,A2,15.2707,$838.29
28270,,Release of foot contracture,Y,A2,28.767,"$1,579.16"
28272,,Release of toe joint each,Y,P3,,$231.92
28280,,Fusion of toes,Y,A2,28.767,"$1,579.16"
28285,,Repair of hammertoe,Y,A2,28.767,"$1,579.16"
28286,,Repair of hammertoe,Y,A2,28.767,"$1,579.16"
28288,,Partial removal of foot bone,Y,A2,28.767,"$1,579.16"
28289,,Corrj halux rigdus w/o implt,Y,A2,28.767,"$1,579.16"
28291,,Corrj halux rigdus w/implt,Y,J8,88.4281,"$4,854.26"
28292,,Cor hlx vlgs rsc prx phlx bs,Y,A2,28.767,"$1,579.16"
28295,,Cor hlx vlgs prx mtar osteot,Y,G2,28.767,"$1,579.16"
28296,,Cor hlx vlgs dstl mtar osteo,Y,A2,28.767,"$1,579.16"
28297,,Cor hlx vlgs jt arthrd,Y,J8,178.8851,"$9,819.90"
28298,,Cor hlx vlgs prx phlx osteot,Y,J8,80.7414,"$4,432.30"
28299,,Cor hlx vlgs double osteot,Y,J8,81.5526,"$4,476.83"
28300,,Incision of heel bone,Y,J8,83.0039,"$4,556.50"
28302,,Incision of ankle bone,Y,J8,81.2546,"$4,460.47"
28304,,Incision of midfoot bones,Y,A2,63.9555,"$3,510.84"
28305,,Incise/graft midfoot bones,Y,J8,88.7591,"$4,872.43"
28306,,Incision of metatarsal,Y,A2,63.9555,"$3,510.84"
28307,,Incision of metatarsal,Y,A2,63.9555,"$3,510.84"
28308,,Incision of metatarsal,Y,A2,28.767,"$1,579.16"
28309,,Incision of metatarsals,Y,A2,63.9555,"$3,510.84"
28310,,Revision of big toe,Y,A2,63.9555,"$3,510.84"
28312,,Revision of toe,Y,A2,28.767,"$1,579.16"
28313,,Repair deformity of toe,Y,A2,28.767,"$1,579.16"
28315,,Removal of sesamoid bone,Y,A2,28.767,"$1,579.16"
28320,,Repair of foot bones,Y,J8,155.0835,"$8,513.31"
28322,,Repair of metatarsals,Y,J8,87.1149,"$4,782.17"
28340,,Resect enlarged toe tissue,Y,A2,28.767,"$1,579.16"
28341,,Resect enlarged toe,Y,A2,28.767,"$1,579.16"
28344,,Repair extra toe(s),Y,A2,28.767,"$1,579.16"
28345,,Repair webbed toe(s),Y,A2,15.2707,$838.29
28400,,Treatment of heel fracture,Y,A2,2.3486,$128.93
28405,,Treatment of heel fracture,Y,A2,2.3486,$128.93
28406,,Treatment of heel fracture,Y,G2,63.9555,"$3,510.84"
28415,,Treat heel fracture,Y,J8,84.3667,"$4,631.31"
28420,,Treat/graft heel fracture,Y,J8,170.2527,"$9,346.02"
28430,,Treatment of ankle fracture,Y,P2,2.3486,$128.93
28435,,Treatment of ankle fracture,Y,A2,15.2707,$838.29
28436,,Treatment of ankle fracture,Y,J8,110.8203,"$6,083.48"
28445,,Treat ankle fracture,Y,A2,63.9555,"$3,510.84"
28446,,Osteochondral talus autogrft,Y,J8,81.0615,"$4,449.87"
28450,,Treat midfoot fracture each,Y,P2,2.3486,$128.93
28455,,Treat midfoot fracture each,Y,P3,,$142.65
28456,,Treat midfoot fracture,Y,A2,63.9555,"$3,510.84"
28465,,Treat midfoot fracture each,Y,J8,82.1539,"$4,509.84"
28470,,Treat metatarsal fracture,Y,P2,2.3486,$128.93
28475,,Treat metatarsal fracture,Y,P2,2.3486,$128.93
28476,,Treat metatarsal fracture,Y,A2,28.767,"$1,579.16"
28485,,Treat metatarsal fracture,Y,J8,82.4851,"$4,528.02"
28490,,Treat big toe fracture,Y,P3,,$101.24
28495,,Treat big toe fracture,Y,P3,,$122.27
28496,,Treat big toe fracture,Y,A2,28.767,"$1,579.16"
28505,,Treat big toe fracture,Y,A2,28.767,"$1,579.16"
28510,,Treatment of toe fracture,Y,P3,,$80.22
28515,,Treatment of toe fracture,Y,P3,,$109.98
28525,,Treat toe fracture,Y,A2,28.767,"$1,579.16"
28530,,Treat sesamoid bone fracture,Y,P3,,$79.57
28531,,Treat sesamoid bone fracture,Y,A2,63.9555,"$3,510.84"
28540,,Treat foot dislocation,Y,P3,,$120.98
28545,,Treat foot dislocation,Y,G2,28.767,"$1,579.16"
28546,,Treat foot dislocation,Y,J8,20.5409,"$1,127.59"
28555,,Repair foot dislocation,Y,J8,91.7278,"$5,035.40"
28570,,Treat foot dislocation,Y,P2,2.3486,$128.93
28575,,Treat foot dislocation,Y,A2,28.767,"$1,579.16"
28576,,Treat foot dislocation,Y,A2,63.9555,"$3,510.84"
28585,,Repair foot dislocation,Y,J8,91.7278,"$5,035.40"
28600,,Treat foot dislocation,Y,P2,2.3486,$128.93
28605,,Treat foot dislocation,Y,A2,2.3486,$128.93
28606,,Treat foot dislocation,Y,A2,28.767,"$1,579.16"
28615,,Repair foot dislocation,Y,J8,81.7125,"$4,485.61"
28630,,Treat toe dislocation,Y,P3,,$87.98
28635,,Treat toe dislocation,Y,A2,15.2707,$838.29
28636,,Treat toe dislocation,Y,A2,28.767,"$1,579.16"
28645,,Repair toe dislocation,Y,A2,28.767,"$1,579.16"
28660,,Treat toe dislocation,Y,P3,,$76.98
28665,,Treat toe dislocation,Y,A2,2.5964,$142.53
28666,,Treat toe dislocation,Y,A2,28.767,"$1,579.16"
28675,,Repair of toe dislocation,Y,A2,28.767,"$1,579.16"
28705,,Arthrodesis pantalar,Y,J8,256.7513,"$14,094.36"
28715,,Arthrodesis triple,Y,J8,176.6645,"$9,698.00"
28725,,Arthrodesis subtalar,Y,J8,172.098,"$9,447.32"
28730,,Fusion of foot bones,Y,J8,179.5315,"$9,855.38"
28735,,Fusion of foot bones,Y,J8,181.064,"$9,939.51"
28737,,Revision of foot bones,Y,J8,184.5671,"$10,131.81"
28740,,Fusion of foot bones,Y,J8,91.9264,"$5,046.30"
28750,,Fusion of big toe joint,Y,J8,90.2324,"$4,953.31"
28755,,Fusion of big toe joint,Y,A2,63.9555,"$3,510.84"
28760,,Fusion of big toe joint,Y,A2,63.9555,"$3,510.84"
28810,,Amputation toe & metatarsal,Y,A2,28.767,"$1,579.16"
28820,,Amputation of toe,Y,A2,28.767,"$1,579.16"
28825,,Partial amputation of toe,Y,A2,28.767,"$1,579.16"
28890,,Hi enrgy eswt plantar fascia,Y,P3,,$180.49
29000,,Application of body cast,Y,G2,2.5964,$142.53
29010,,Application of body cast,Y,P2,2.5964,$142.53
29015,,Application of body cast,Y,P2,2.5964,$142.53
29035,,Application of body cast,Y,P2,2.5964,$142.53
29040,,Application of body cast,Y,G2,2.5964,$142.53
29044,,Application of body cast,Y,P2,1.5432,$84.71
29046,,Application of body cast,Y,G2,2.5964,$142.53
29049,,Application of figure eight,Y,P3,,$66.63
29055,,Application of shoulder cast,Y,P2,2.5964,$142.53
29058,,Application of shoulder cast,Y,P3,,$73.75
29065,,Application of long arm cast,Y,P3,,$64.37
29075,,Application of forearm cast,Y,P3,,$58.87
29085,,Apply hand/wrist cast,Y,P3,,$64.05
29086,,Apply finger cast,Y,P3,,$56.28
29105,,Apply long arm splint,Y,P3,,$52.08
29125,,Apply forearm splint,N,N1,,
29126,,Apply forearm splint,N,N1,,
29130,,Application of finger splint,N,N1,,
29131,,Application of finger splint,N,N1,,
29200,,Strapping thorax,Y,P3,,$17.47
29240,,Strapping of shoulder,N,N1,,
29260,,Strapping of elbow or wrist,N,N1,,
29280,,Strapping of hand or finger,N,N1,,
29305,,Application of hip cast,Y,P2,2.5964,$142.53
29325,,Application of hip casts,Y,P2,2.5964,$142.53
29345,,Application of long leg cast,Y,P3,,$81.84
29355,,Application of long leg cast,Y,P3,,$83.13
29358,,Apply long leg cast brace,Y,P3,,$108.04
29365,,Application of long leg cast,Y,P3,,$79.25
29405,,Apply short leg cast,Y,P3,,$50.78
29425,,Apply short leg cast,Y,P3,,$46.58
29435,,Apply short leg cast,Y,P3,,$78.93
29440,,Addition of walker to cast,Y,P3,,$22.97
29445,,Apply rigid leg cast,Y,P3,,$62.43
29450,,Application of leg cast,Y,P3,,$68.57
29505,,Application long leg splint,Y,P3,,$65.02
29515,,Application lower leg splint,Y,P3,,$45.61
29520,,Strapping of hip,N,N1,,
29530,,Strapping of knee,N,N1,,
29540,,Strapping of ankle and/or ft,Y,P3,,$13.91
29550,,Strapping of toes,N,N1,,
29580,,Strapping unna boot,Y,P3,,$41.40
29581,,Apply multlay comprs lwr leg,Y,P3,,$64.69
29584,,Appl multlay comprs arm/hand,Y,P3,,$64.05
29700,,Removal/revision of cast,Y,P3,,$43.34
29705,,Removal/revision of cast,Y,P3,,$34.93
29710,,Removal/revision of cast,Y,P3,,$71.16
29720,,Repair of body cast,Y,P3,,$60.81
29730,,Windowing of cast,Y,P3,,$35.58
29740,,Wedging of cast,Y,P3,,$55.64
29750,,Wedging of clubfoot cast,Y,P3,,$57.90
29800,,Jaw arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29804,,Jaw arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29805,,Sho arthrs dx +- synovial bx,Y,A2,28.767,"$1,579.16"
29806,,Sho arthrs srg capsulorraphy,Y,A2,63.9555,"$3,510.84"
29807,,Sho arthrs srg rpr slap les,Y,A2,63.9555,"$3,510.84"
29819,,Sho arthrs srg rmvl loose/fb,Y,A2,28.767,"$1,579.16"
29820,,Sho arthrs srg prtl synvct,Y,A2,63.9555,"$3,510.84"
29821,,Sho arthrs srg compl synvct,Y,A2,28.767,"$1,579.16"
29822,,Sho arthrs srg lmtd dbrdmt,Y,A2,28.767,"$1,579.16"
29823,,Sho arthrs srg xtnsv dbrdmt,Y,A2,28.767,"$1,579.16"
29824,,Sho arthrs srg dstl claviclc,Y,A2,28.767,"$1,579.16"
29825,,Sho arthrs srg lss&rescj ads,Y,A2,28.767,"$1,579.16"
29826,,Sho arthrs srg decompression,N,N1,,
29827,,Sho arthrs srg rt8tr cuf rpr,Y,A2,63.9555,"$3,510.84"
29828,,Sho arthrs srg bicp tenodsis,Y,G2,63.9555,"$3,510.84"
29830,,Elbow arthroscopy,Y,A2,28.767,"$1,579.16"
29834,,Elbow arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29835,,Elbow arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29836,,Elbow arthroscopy/surgery,Y,A2,63.9555,"$3,510.84"
29837,,Elbow arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29838,,Elbow arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29840,,Wrist arthroscopy,Y,A2,28.767,"$1,579.16"
29843,,Wrist arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29844,,Wrist arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29845,,Wrist arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29846,,Wrist arthroscopy/surgery,Y,A2,28.767,"$1,579.16"
29847,,Wrist arthroscopy/surgery,Y,A2,63.9555,"$3,510.84"
29848,,Wrist endoscopy/surgery,Y,A2,15.2707,$838.29
