"Durable Medical Equipment,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*** Non-continental areas ***,,,,
"Prosthetics, Orthotics, and Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Not subject to ceiling and floor),,,,
(DMEPOS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2025 Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
E0650,NU,,D,IN,1006.26,855.32,1006.26,0.00,1000.67,0.00,1006.26,0.00,1006.26,0.00,976.47,0.00,855.32,0.00,1006.26,0.00,1006.26,0.00,930.17,0.00,855.32,0.00,975.06,0.00,1006.26,0.00,1006.26,0.00,1006.26,0.00,1006.26,0.00,904.88,0.00,1006.26,0.00,1006.26,0.00,959.44,0.00,1006.26,0.00,855.32,0.00,1006.26,0.00,1006.26,0.00,855.32,0.00,975.99,0.00,886.93,0.00,1006.26,0.00,1006.26,0.00,913.92,0.00,913.96,0.00,1006.26,0.00,1006.26,0.00,909.91,0.00,921.72,0.00,1006.26,0.00,1006.26,0.00,987.53,0.00,1006.26,0.00,855.32,0.00,1006.26,0.00,855.32,0.00,976.59,0.00,968.20,0.00,898.93,0.00,1006.26,0.00,1006.26,0.00,1006.26,0.00,921.72,0.00,997.63,0.00,1114.20,0.00,1191.48,0.00,974.89,0.00,909.91,0.00,Pneuma compresor non-segment
E0650,RR,,D,IN,124.18,105.55,105.55,0.00,124.18,0.00,121.06,0.00,124.18,0.00,105.55,0.00,124.18,0.00,124.18,0.00,124.18,0.00,114.62,0.00,111.59,0.00,105.55,0.00,111.75,0.00,124.18,0.00,124.18,0.00,118.45,0.00,105.55,0.00,124.18,0.00,124.18,0.00,123.70,0.00,124.18,0.00,124.18,0.00,108.17,0.00,124.18,0.00,105.55,0.00,122.06,0.00,105.55,0.00,124.18,0.00,112.66,0.00,124.18,0.00,124.18,0.00,124.18,0.00,121.06,0.00,109.35,0.00,122.11,0.00,124.18,0.00,124.18,0.00,124.18,0.00,122.56,0.00,105.55,0.00,124.18,0.00,124.18,0.00,112.40,0.00,124.18,0.00,124.18,0.00,106.09,0.00,110.95,0.00,124.18,0.00,124.18,0.00,105.55,0.00,140.49,0.00,150.25,0.00,121.88,0.00,109.35,0.00,Pneuma compresor non-segment
E0650,UE,,D,IN,754.71,641.50,754.71,0.00,750.56,0.00,754.71,0.00,754.71,0.00,733.22,0.00,641.50,0.00,754.71,0.00,754.71,0.00,715.58,0.00,641.50,0.00,731.32,0.00,754.71,0.00,754.71,0.00,754.71,0.00,754.71,0.00,678.65,0.00,754.71,0.00,754.71,0.00,719.61,0.00,754.71,0.00,641.50,0.00,754.71,0.00,754.71,0.00,641.50,0.00,726.02,0.00,665.24,0.00,754.71,0.00,754.71,0.00,685.47,0.00,685.49,0.00,754.71,0.00,754.71,0.00,686.84,0.00,663.96,0.00,754.71,0.00,754.71,0.00,641.50,0.00,754.71,0.00,641.50,0.00,754.71,0.00,641.50,0.00,732.45,0.00,726.20,0.00,674.19,0.00,754.71,0.00,754.71,0.00,754.71,0.00,691.27,0.00,748.22,0.00,835.67,0.00,893.59,0.00,121.88,0.00,686.84,0.00,Pneuma compresor non-segment
E0651,NU,,D,IN,1283.19,1090.71,1283.19,0.00,1283.19,0.00,1267.47,0.00,1090.71,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1124.32,0.00,1090.71,0.00,1283.19,0.00,1283.19,0.00,1090.71,0.00,1283.19,0.00,1090.71,0.00,1283.19,0.00,1158.69,0.00,1090.71,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1090.71,0.00,1090.71,0.00,1283.19,0.00,1283.19,0.00,1267.47,0.00,1090.71,0.00,1090.71,0.00,1175.23,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1283.19,0.00,1090.71,0.00,1090.71,0.00,1283.19,0.00,1283.19,0.00,1090.71,0.00,1283.19,0.00,870.99,0.00,931.34,0.00,1318.31,0.00,1090.71,0.00,Pneum compressor segmental
E0651,RR,,D,IN,131.09,111.43,131.09,0.00,131.09,0.00,131.09,0.00,111.43,0.00,131.09,0.00,131.09,0.00,128.31,0.00,128.31,0.00,131.09,0.00,131.09,0.00,131.09,0.00,131.09,0.00,131.09,0.00,131.09,0.00,111.43,0.00,131.09,0.00,131.09,0.00,129.21,0.00,128.31,0.00,129.21,0.00,131.09,0.00,116.68,0.00,111.43,0.00,131.09,0.00,131.09,0.00,131.09,0.00,131.09,0.00,111.43,0.00,129.21,0.00,128.31,0.00,128.76,0.00,126.75,0.00,122.56,0.00,111.43,0.00,117.53,0.00,128.31,0.00,128.31,0.00,131.09,0.00,131.09,0.00,131.09,0.00,131.09,0.00,128.31,0.00,131.09,0.00,121.52,0.00,129.21,0.00,128.31,0.00,131.09,0.00,111.43,0.00,131.09,0.00,87.12,0.00,93.12,0.00,164.77,0.00,122.56,0.00,Pneum compressor segmental
E0651,UE,,D,IN,962.43,818.07,962.43,0.00,962.43,0.00,950.62,0.00,818.07,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,843.24,0.00,818.07,0.00,962.43,0.00,962.43,0.00,818.07,0.00,962.43,0.00,818.07,0.00,962.43,0.00,869.05,0.00,818.07,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,818.07,0.00,818.07,0.00,962.43,0.00,962.43,0.00,950.62,0.00,818.07,0.00,818.07,0.00,881.42,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,962.43,0.00,818.07,0.00,818.07,0.00,962.43,0.00,962.43,0.00,818.07,0.00,962.43,0.00,653.24,0.00,698.52,0.00,988.72,0.00,818.07,0.00,Pneum compressor segmental
E0652,NU,,D,IN,7407.17,6296.09,7407.17,0.00,7407.17,0.00,7407.17,0.00,7407.17,0.00,6743.83,0.00,6296.09,0.00,7320.81,0.00,7320.81,0.00,7407.17,0.00,7407.17,0.00,7407.17,0.00,6386.26,0.00,7407.17,0.00,7393.78,0.00,7407.17,0.00,6683.13,0.00,7407.17,0.00,7407.17,0.00,7320.81,0.00,7407.17,0.00,7407.17,0.00,6296.09,0.00,6296.09,0.00,6296.09,0.00,6296.09,0.00,7407.17,0.00,6743.83,0.00,7407.17,0.00,7407.17,0.00,6296.09,0.00,7407.17,0.00,7407.17,0.00,7027.67,0.00,7320.77,0.00,7407.17,0.00,7407.17,0.00,7320.81,0.00,7400.49,0.00,7407.17,0.00,6743.83,0.00,7407.17,0.00,7407.17,0.00,6296.09,0.00,6296.09,0.00,7407.17,0.00,6739.82,0.00,7407.17,0.00,7320.77,0.00,6743.83,0.00,8624.50,0.00,9222.25,0.00,8845.06,0.00,7027.67,0.00,Pneum compres w/cal pressure
E0652,RR,,D,IN,732.05,622.24,732.05,0.00,732.05,0.00,732.05,0.00,732.05,0.00,674.33,0.00,622.24,0.00,732.05,0.00,732.05,0.00,732.05,0.00,732.05,0.00,732.05,0.00,638.63,0.00,622.24,0.00,732.05,0.00,732.05,0.00,668.42,0.00,732.05,0.00,622.24,0.00,731.45,0.00,622.24,0.00,622.24,0.00,622.24,0.00,622.24,0.00,622.24,0.00,622.24,0.00,732.05,0.00,674.33,0.00,732.05,0.00,622.24,0.00,622.24,0.00,732.05,0.00,732.05,0.00,702.73,0.00,732.04,0.00,732.05,0.00,732.05,0.00,732.05,0.00,732.05,0.00,732.05,0.00,674.33,0.00,732.05,0.00,732.05,0.00,622.24,0.00,622.24,0.00,622.24,0.00,732.05,0.00,732.05,0.00,732.04,0.00,674.33,0.00,862.45,0.00,922.25,0.00,1105.65,0.00,702.73,0.00,Pneum compres w/cal pressure
E0652,UE,,D,IN,5550.41,4717.85,5550.41,0.00,5550.41,0.00,5550.41,0.00,5550.41,0.00,5057.85,0.00,4717.85,0.00,5490.62,0.00,5490.62,0.00,5550.41,0.00,5550.41,0.00,5550.41,0.00,4789.69,0.00,5550.41,0.00,5545.29,0.00,5550.41,0.00,5012.35,0.00,5550.41,0.00,5550.41,0.00,5490.62,0.00,5550.41,0.00,4717.85,0.00,4717.85,0.00,4717.85,0.00,4717.85,0.00,4717.85,0.00,5550.41,0.00,5057.85,0.00,5550.41,0.00,5550.41,0.00,5490.62,0.00,5550.41,0.00,5550.41,0.00,5000.35,0.00,5490.59,0.00,5550.41,0.00,5550.41,0.00,4717.85,0.00,5550.41,0.00,5550.41,0.00,5057.85,0.00,5550.41,0.00,5550.41,0.00,4717.85,0.00,4717.85,0.00,5550.41,0.00,5054.85,0.00,5550.41,0.00,5490.59,0.00,5057.85,0.00,6468.58,0.00,6916.85,0.00,6633.80,0.00,5000.35,0.00,Pneum compres w/cal pressure
E0655,NU,,D,IN,150.80,128.18,150.80,0.00,150.80,0.00,150.80,0.00,150.80,0.00,150.80,0.00,128.18,0.00,128.18,0.00,128.18,0.00,144.23,0.00,131.89,0.00,150.80,0.00,150.80,0.00,150.80,0.00,140.31,0.00,150.80,0.00,136.16,0.00,150.80,0.00,142.16,0.00,148.15,0.00,142.16,0.00,150.80,0.00,145.43,0.00,150.80,0.00,128.18,0.00,149.36,0.00,134.95,0.00,150.80,0.00,150.80,0.00,142.16,0.00,146.08,0.00,150.80,0.00,150.80,0.00,136.50,0.00,128.18,0.00,150.80,0.00,150.80,0.00,128.18,0.00,139.79,0.00,149.28,0.00,150.80,0.00,128.76,0.00,146.08,0.00,150.80,0.00,150.80,0.00,142.16,0.00,150.80,0.00,150.80,0.00,150.80,0.00,150.80,0.00,152.68,0.00,163.27,0.00,133.48,0.00,136.50,0.00,Pneumatic appliance half arm
E0655,RR,,D,IN,17.73,15.07,15.71,0.00,17.73,0.00,17.73,0.00,15.11,0.00,17.73,0.00,15.07,0.00,17.73,0.00,17.73,0.00,15.07,0.00,15.07,0.00,17.73,0.00,15.54,0.00,17.73,0.00,15.07,0.00,17.73,0.00,15.07,0.00,17.73,0.00,15.07,0.00,17.73,0.00,15.07,0.00,17.73,0.00,15.07,0.00,16.71,0.00,15.07,0.00,15.07,0.00,15.07,0.00,17.73,0.00,17.73,0.00,15.07,0.00,17.73,0.00,17.73,0.00,17.73,0.00,17.73,0.00,15.07,0.00,17.73,0.00,17.73,0.00,17.73,0.00,15.07,0.00,15.07,0.00,17.73,0.00,15.07,0.00,15.07,0.00,15.99,0.00,17.73,0.00,15.07,0.00,15.18,0.00,17.73,0.00,17.73,0.00,17.73,0.00,15.27,0.00,16.33,0.00,16.63,0.00,17.73,0.00,Pneumatic appliance half arm
E0655,UE,,D,IN,113.24,96.25,113.24,0.00,113.24,0.00,113.24,0.00,113.24,0.00,113.24,0.00,96.25,0.00,96.25,0.00,96.25,0.00,108.19,0.00,113.24,0.00,113.24,0.00,113.24,0.00,113.24,0.00,105.26,0.00,113.24,0.00,102.16,0.00,113.24,0.00,106.62,0.00,111.13,0.00,106.62,0.00,113.24,0.00,109.13,0.00,113.24,0.00,96.25,0.00,112.02,0.00,101.21,0.00,113.24,0.00,113.24,0.00,106.62,0.00,109.52,0.00,113.24,0.00,113.24,0.00,102.31,0.00,96.25,0.00,113.24,0.00,113.24,0.00,96.25,0.00,104.87,0.00,111.97,0.00,113.24,0.00,96.60,0.00,109.52,0.00,113.24,0.00,113.14,0.00,106.62,0.00,113.24,0.00,113.24,0.00,113.24,0.00,113.24,0.00,132.11,0.00,141.26,0.00,99.14,0.00,102.31,0.00,Pneumatic appliance half arm
E0656,RR,,D,CR,80.74,68.63,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,80.74,0.00,96.88,0.00,80.74,0.00,Segmental pneumatic trunk
E0657,RR,,D,CR,75.85,64.47,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,75.85,0.00,90.99,0.00,75.85,0.00,Segmental pneumatic chest
E0660,NU,,D,IN,223.20,189.72,223.20,0.00,223.20,0.00,223.07,0.00,189.72,0.00,223.20,0.00,189.72,0.00,203.09,0.00,203.09,0.00,190.59,0.00,223.20,0.00,223.20,0.00,223.20,0.00,215.78,0.00,219.73,0.00,223.20,0.00,223.20,0.00,223.20,0.00,221.08,0.00,189.72,0.00,221.08,0.00,223.20,0.00,199.68,0.00,223.20,0.00,223.20,0.00,223.20,0.00,223.20,0.00,223.20,0.00,223.20,0.00,221.11,0.00,223.20,0.00,221.02,0.00,223.07,0.00,222.20,0.00,189.72,0.00,221.02,0.00,223.20,0.00,203.09,0.00,217.38,0.00,223.20,0.00,223.20,0.00,204.70,0.00,223.20,0.00,189.72,0.00,189.72,0.00,221.11,0.00,223.20,0.00,223.20,0.00,223.20,0.00,223.20,0.00,161.35,0.00,172.54,0.00,243.75,0.00,222.20,0.00,Pneumatic appliance full leg
E0660,RR,,D,IN,23.22,19.74,22.15,0.00,23.22,0.00,23.22,0.00,19.74,0.00,23.22,0.00,19.74,0.00,23.22,0.00,23.22,0.00,19.74,0.00,22.76,0.00,23.22,0.00,23.22,0.00,19.74,0.00,21.95,0.00,23.22,0.00,23.22,0.00,23.22,0.00,19.74,0.00,23.22,0.00,22.15,0.00,23.14,0.00,20.82,0.00,22.55,0.00,22.54,0.00,23.22,0.00,22.65,0.00,23.22,0.00,23.22,0.00,22.15,0.00,23.22,0.00,22.13,0.00,23.22,0.00,22.34,0.00,19.74,0.00,23.22,0.00,23.22,0.00,23.22,0.00,21.76,0.00,23.22,0.00,21.24,0.00,20.47,0.00,22.73,0.00,19.74,0.00,23.22,0.00,22.15,0.00,23.22,0.00,23.22,0.00,23.22,0.00,23.22,0.00,16.17,0.00,17.25,0.00,30.48,0.00,22.34,0.00,Pneumatic appliance full leg
E0660,UE,,D,IN,167.39,142.28,167.39,0.00,167.39,0.00,167.32,0.00,142.28,0.00,167.39,0.00,142.28,0.00,152.33,0.00,152.33,0.00,142.95,0.00,167.39,0.00,167.39,0.00,167.39,0.00,161.85,0.00,164.77,0.00,167.39,0.00,167.39,0.00,167.39,0.00,165.83,0.00,142.28,0.00,165.83,0.00,167.39,0.00,149.74,0.00,167.39,0.00,167.39,0.00,167.39,0.00,167.39,0.00,167.39,0.00,167.39,0.00,165.83,0.00,154.23,0.00,165.78,0.00,167.32,0.00,167.39,0.00,142.28,0.00,165.78,0.00,167.39,0.00,152.33,0.00,163.02,0.00,167.39,0.00,167.39,0.00,153.50,0.00,167.39,0.00,142.28,0.00,142.28,0.00,165.83,0.00,167.39,0.00,167.39,0.00,167.39,0.00,167.39,0.00,121.01,0.00,129.40,0.00,182.79,0.00,167.39,0.00,Pneumatic appliance full leg
E0665,NU,,D,IN,191.42,162.71,188.92,0.00,191.42,0.00,191.42,0.00,171.56,0.00,170.91,0.00,162.71,0.00,162.71,0.00,162.71,0.00,176.09,0.00,187.28,0.00,162.71,0.00,191.42,0.00,191.42,0.00,191.42,0.00,191.42,0.00,191.42,0.00,191.42,0.00,191.42,0.00,168.55,0.00,191.42,0.00,175.10,0.00,180.57,0.00,162.71,0.00,162.71,0.00,191.42,0.00,183.73,0.00,191.42,0.00,191.42,0.00,191.42,0.00,162.71,0.00,191.42,0.00,191.42,0.00,191.42,0.00,162.71,0.00,191.42,0.00,191.42,0.00,169.85,0.00,189.76,0.00,185.76,0.00,191.42,0.00,191.42,0.00,191.42,0.00,191.42,0.00,164.71,0.00,191.42,0.00,177.23,0.00,191.42,0.00,162.71,0.00,191.42,0.00,173.24,0.00,185.25,0.00,188.32,0.00,191.42,0.00,Pneumatic appliance full arm
E0665,RR,,D,IN,19.65,16.70,19.65,0.00,19.65,0.00,19.65,0.00,17.14,0.00,17.09,0.00,16.70,0.00,19.65,0.00,19.65,0.00,17.62,0.00,18.74,0.00,18.46,0.00,19.65,0.00,19.65,0.00,19.30,0.00,19.50,0.00,19.65,0.00,19.65,0.00,18.46,0.00,19.65,0.00,18.46,0.00,17.54,0.00,18.07,0.00,16.70,0.00,16.70,0.00,19.65,0.00,18.37,0.00,19.65,0.00,19.65,0.00,18.46,0.00,19.65,0.00,19.65,0.00,19.65,0.00,19.32,0.00,16.70,0.00,19.65,0.00,19.65,0.00,19.65,0.00,18.15,0.00,18.54,0.00,19.65,0.00,19.65,0.00,19.30,0.00,18.33,0.00,19.65,0.00,18.46,0.00,19.65,0.00,19.65,0.00,16.70,0.00,19.65,0.00,17.33,0.00,18.51,0.00,23.53,0.00,19.32,0.00,Pneumatic appliance full arm
E0665,UE,,D,IN,143.74,122.18,143.74,0.00,143.74,0.00,143.58,0.00,122.18,0.00,128.13,0.00,122.18,0.00,122.18,0.00,122.18,0.00,132.09,0.00,143.74,0.00,122.18,0.00,143.74,0.00,143.74,0.00,143.74,0.00,143.74,0.00,143.74,0.00,143.74,0.00,143.74,0.00,126.42,0.00,143.74,0.00,131.34,0.00,135.42,0.00,122.18,0.00,122.18,0.00,143.74,0.00,137.79,0.00,143.74,0.00,143.74,0.00,143.74,0.00,122.18,0.00,143.74,0.00,143.58,0.00,143.74,0.00,122.18,0.00,143.74,0.00,143.74,0.00,127.39,0.00,142.32,0.00,139.32,0.00,143.74,0.00,143.74,0.00,143.74,0.00,122.18,0.00,123.56,0.00,143.74,0.00,132.97,0.00,143.74,0.00,122.18,0.00,143.74,0.00,108.47,0.00,115.99,0.00,141.26,0.00,143.74,0.00,Pneumatic appliance full arm
E0666,NU,,D,IN,192.94,164.00,192.94,0.00,192.94,0.00,192.94,0.00,164.00,0.00,184.62,0.00,164.00,0.00,164.00,0.00,164.00,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,164.00,0.00,192.94,0.00,192.94,0.00,170.69,0.00,176.88,0.00,164.00,0.00,192.94,0.00,181.02,0.00,184.62,0.00,187.74,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,185.02,0.00,164.00,0.00,192.94,0.00,192.94,0.00,164.00,0.00,189.76,0.00,192.94,0.00,184.62,0.00,189.14,0.00,192.94,0.00,192.94,0.00,164.00,0.00,192.94,0.00,192.94,0.00,192.94,0.00,192.94,0.00,184.62,0.00,128.34,0.00,137.23,0.00,175.01,0.00,185.02,0.00,Pneumatic appliance half leg
E0666,RR,,D,IN,19.87,16.89,19.81,0.00,19.87,0.00,19.87,0.00,16.89,0.00,18.46,0.00,16.89,0.00,19.87,0.00,19.87,0.00,19.54,0.00,19.87,0.00,19.87,0.00,19.87,0.00,19.87,0.00,19.30,0.00,19.48,0.00,19.87,0.00,19.87,0.00,19.87,0.00,19.87,0.00,18.46,0.00,19.87,0.00,17.07,0.00,17.68,0.00,16.89,0.00,19.87,0.00,18.10,0.00,18.46,0.00,18.77,0.00,18.46,0.00,19.87,0.00,19.87,0.00,19.87,0.00,18.11,0.00,16.89,0.00,19.87,0.00,19.87,0.00,19.87,0.00,18.15,0.00,19.87,0.00,18.46,0.00,18.97,0.00,19.79,0.00,19.87,0.00,17.88,0.00,18.46,0.00,19.87,0.00,19.87,0.00,19.87,0.00,18.46,0.00,12.85,0.00,13.74,0.00,21.84,0.00,18.11,0.00,Pneumatic appliance half leg
E0666,UE,,D,IN,144.73,123.02,144.73,0.00,144.73,0.00,144.73,0.00,123.02,0.00,138.53,0.00,123.02,0.00,123.02,0.00,123.02,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,123.02,0.00,144.73,0.00,144.73,0.00,128.03,0.00,132.66,0.00,123.02,0.00,144.73,0.00,135.82,0.00,138.53,0.00,140.81,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,143.30,0.00,123.02,0.00,144.73,0.00,144.73,0.00,123.02,0.00,142.32,0.00,144.73,0.00,138.53,0.00,141.86,0.00,144.73,0.00,144.73,0.00,123.02,0.00,144.73,0.00,144.73,0.00,144.73,0.00,144.73,0.00,138.53,0.00,96.23,0.00,102.92,0.00,131.29,0.00,143.30,0.00,Pneumatic appliance half leg
E0667,NU,,D,IN,452.36,384.51,452.36,0.00,452.36,0.00,452.36,0.00,452.36,0.00,384.51,0.00,452.36,0.00,452.36,0.00,452.36,0.00,452.36,0.00,452.36,0.00,384.51,0.00,452.36,0.00,452.36,0.00,384.51,0.00,384.51,0.00,452.36,0.00,452.36,0.00,384.51,0.00,452.36,0.00,384.51,0.00,452.36,0.00,384.51,0.00,384.51,0.00,384.51,0.00,384.51,0.00,452.36,0.00,384.51,0.00,384.51,0.00,384.51,0.00,452.36,0.00,452.36,0.00,452.36,0.00,452.36,0.00,452.34,0.00,432.38,0.00,452.36,0.00,452.36,0.00,452.36,0.00,452.36,0.00,384.51,0.00,452.36,0.00,452.36,0.00,435.46,0.00,384.51,0.00,384.51,0.00,452.36,0.00,452.36,0.00,452.34,0.00,384.51,0.00,966.62,0.00,1033.59,0.00,609.29,0.00,452.36,0.00,Seg pneumatic appl full leg
E0667,RR,,D,IN,51.08,43.42,51.08,0.00,51.08,0.00,51.08,0.00,51.08,0.00,43.42,0.00,51.08,0.00,45.27,0.00,45.27,0.00,51.08,0.00,51.08,0.00,43.42,0.00,51.08,0.00,51.08,0.00,43.42,0.00,43.42,0.00,51.08,0.00,51.08,0.00,51.08,0.00,45.27,0.00,51.08,0.00,51.08,0.00,43.42,0.00,43.42,0.00,43.42,0.00,43.42,0.00,51.08,0.00,43.42,0.00,43.42,0.00,51.08,0.00,45.27,0.00,47.40,0.00,51.08,0.00,51.08,0.00,45.27,0.00,43.42,0.00,51.08,0.00,45.27,0.00,51.08,0.00,51.08,0.00,43.42,0.00,51.08,0.00,51.08,0.00,43.57,0.00,43.42,0.00,51.08,0.00,51.08,0.00,51.08,0.00,45.27,0.00,43.42,0.00,96.65,0.00,103.34,0.00,76.15,0.00,51.08,0.00,Seg pneumatic appl full leg
E0667,UE,,D,IN,339.29,288.40,339.29,0.00,339.29,0.00,339.29,0.00,339.29,0.00,288.40,0.00,339.29,0.00,339.28,0.00,339.28,0.00,339.29,0.00,339.29,0.00,288.40,0.00,339.29,0.00,339.29,0.00,288.40,0.00,288.40,0.00,339.29,0.00,339.29,0.00,288.40,0.00,339.29,0.00,288.40,0.00,339.29,0.00,288.40,0.00,288.40,0.00,288.40,0.00,288.40,0.00,339.29,0.00,288.40,0.00,288.40,0.00,288.40,0.00,339.28,0.00,339.29,0.00,339.29,0.00,339.29,0.00,339.28,0.00,324.26,0.00,339.29,0.00,339.29,0.00,339.29,0.00,339.29,0.00,288.40,0.00,339.29,0.00,339.29,0.00,326.58,0.00,288.40,0.00,288.40,0.00,339.29,0.00,339.29,0.00,339.28,0.00,288.40,0.00,724.95,0.00,775.18,0.00,456.98,0.00,339.29,0.00,Seg pneumatic appl full leg
E0668,NU,,D,IN,617.39,524.78,617.39,0.00,613.40,0.00,617.39,0.00,617.39,0.00,524.78,0.00,617.39,0.00,524.78,0.00,524.78,0.00,617.39,0.00,617.39,0.00,524.78,0.00,524.78,0.00,617.39,0.00,524.78,0.00,524.78,0.00,617.39,0.00,617.39,0.00,617.39,0.00,524.78,0.00,617.39,0.00,524.78,0.00,524.78,0.00,524.78,0.00,524.78,0.00,524.78,0.00,617.39,0.00,524.78,0.00,524.78,0.00,617.39,0.00,524.78,0.00,617.39,0.00,617.39,0.00,524.78,0.00,524.78,0.00,617.39,0.00,617.39,0.00,524.78,0.00,617.39,0.00,617.39,0.00,524.78,0.00,617.39,0.00,617.39,0.00,617.39,0.00,524.78,0.00,617.39,0.00,617.39,0.00,617.39,0.00,524.78,0.00,524.78,0.00,895.04,0.00,957.07,0.00,524.49,0.00,524.78,0.00,Seg pneumatic appl full arm
